,Artist,City,Date,Genre,Venue,origin
29919,B2K, Winterthur,2013-03-17,"Hip Hop, R'n'B",Albani Music Club,
29920,Jesaya, Winterthur,2013-03-17,"Hip Hop, R'n'B",Albani Music Club,
29921,Mdma, Winterthur,2013-03-17,"Hip Hop, R'n'B",Albani Music Club,
29922,Jas Crw, Winterthur,2013-03-17,"Hip Hop, R'n'B",Albani Music Club,
29923,Fizzy Wonder, Winterthur,2013-03-17,"Hip Hop, R'n'B",Albani Music Club,
29924,Cynic, Winterthur,2013-03-17,"Hip Hop, R'n'B",Albani Music Club,
29925,Jay Miller, Winterthur,2013-03-17,"Hip Hop, R'n'B",Albani Music Club,
29926,Allesbollet, Winterthur,2013-03-17,"Hip Hop, R'n'B",Albani Music Club,
29927,Eigenabou, Winterthur,2013-03-17,"Hip Hop, R'n'B",Albani Music Club,
29928,Lux Et Sonitus, Winterthur,2013-03-17,"Hip Hop, R'n'B",Albani Music Club,
29929,John Guster & The Rhythm Storms,,2013-03-17,Electronic,Usine,
29930,The Rockets,,2013-03-17,Electronic,Usine,
29931,DJ Super Sam,,2013-03-17,Electronic,Usine,Netherlands
29932,DJs Jay Boogie & Le Wax, Zürich,2013-03-17,"Hip Hop, R'n'B",Jade Club,
29933,Staer, Lausanne,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Bourg,Norway
29934,DJs Nanu, Lausanne,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Bourg,
29935,Simon Lyxzen, Lausanne,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Bourg,
29936,DJ L-Cut, Bern,2013-03-16,"Hip Hop, R'n'B",Propeller-Bar,
29937,DJs Crack T, Luzern,2013-03-16,"Hip Hop, R'n'B",Pravda,
29938,J. Kaliim, Luzern,2013-03-16,"Hip Hop, R'n'B",Pravda,
29939,Sonik feat. Neja, Zürich,2013-03-16,Electronic,Alte Kaserne,
29940,DJ Ambient P, Zürich,2013-03-16,Electronic,Alte Kaserne,
29941,DJs Meniz, Bern,2013-03-16,"Hip Hop, R'n'B",Four Club,
29942,E-Cas, Bern,2013-03-16,"Hip Hop, R'n'B",Four Club,
29943,DJs Luca P, Zürich,2013-03-16,"Ragga, Reggae, African Music, Dancehall",Volkshaus,
29944,El Clásico, Zürich,2013-03-16,"Ragga, Reggae, African Music, Dancehall",Volkshaus,
29945,De Luca & The Dubby Conquerors, Frauenfeld,2013-03-16,"Hip Hop, R'n'B",Eisenwerk,
29946,Andhim,,2013-03-16,"Hip Hop, R'n'B",Kastanienhof,
29947,Maria Blessing,,2013-03-16,"Hip Hop, R'n'B",Kastanienhof,
29948,Anat Cohen Quartet,,2013-03-16,"Jazz, Blues, Soul",La Spirale,
29949,Anat Cohen,,2013-03-16,"Jazz, Blues, Soul",La Spirale,
29950,Jason Lindner,,2013-03-16,"Jazz, Blues, Soul",La Spirale,
29951,Joe Martin,,2013-03-16,"Jazz, Blues, Soul",La Spirale,
29952,Daniel Freedman,,2013-03-16,"Jazz, Blues, Soul",La Spirale,
29953,Sheila She Loves You, Basel,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Volkshaus Basel,
29954,Turboweekend, Basel,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Volkshaus Basel,Denmark
29955,Blaze, Pratteln,2013-03-16,Pop,Music Bar Galery,
29956,George, Olten,2013-03-16,Pop,Schützi Olten,
29957,Trauffer, Olten,2013-03-16,Pop,Schützi Olten,
29958,Bluesaholics, Mühlethurnen,2013-03-16,"Jazz, Blues, Soul",Alti Moschti,
29959,Sang & Klang, Zürich,2013-03-16,Pop,Swiss Casinos Zürich,
29960,Django 3000, Hinwil,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",The Pirates,
29961,DJ Applefresh, Hinwil,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",The Pirates,
29962,Michis Partyband, Zürich,2013-03-16,Pop,Bierhalle Wolf,
29963,Cypress Hill, Crans-Montana,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Centre de Congrès le Régent,United States
29964,Logic, Crans-Montana,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Centre de Congrès le Régent,United States
29965,Method Man & Redman, Crans-Montana,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Centre de Congrès le Régent,United States
29966,DJs Mr Mike, Crans-Montana,2013-03-16,Electronic,Centre de Congrès le Régent,United States
29967,Mix Master Mike, Crans-Montana,2013-03-16,Electronic,Centre de Congrès le Régent,United States
29968,Morgoth, Sursee,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,
29969,Dr. Living Dead!, Sursee,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,Sweden
29970,Profanity, Sursee,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,
29971,Sudden Death, Sursee,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,
29972,Death Mechanism, Sursee,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,
29973,Antropofagus, Sursee,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,
29974,Exit, Sursee,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,
29975,Hi-Fi Spitfires, Solothurn,2013-03-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl,United Kingdom
29976,Holy Other, Kriens,2013-03-16,"Hip Hop, R'n'B",Südpol,United Kingdom
29977,DJs Mirk Oh, Zürich,2013-03-16,"Ragga, Reggae, African Music, Dancehall",Mehrspur,
29978,Oli Garch, Zürich,2013-03-16,"Ragga, Reggae, African Music, Dancehall",Mehrspur,
29979,DJs B. K. Reel, Zürich,2013-03-16,"Hip Hop, R'n'B",Escherwyss,
29980,Kay-Cut, Zürich,2013-03-16,"Hip Hop, R'n'B",Escherwyss,
29981,DJ K. Evans, Basel,2013-03-16,"Hip Hop, R'n'B",Velvet,
29982,Live: Tango Fuego, Zürich,2013-03-15,"Ragga, Reggae, African Music, Dancehall",Club Silbando,
29983,Liricas Analas, Adelboden,2013-03-15,"Hip Hop, R'n'B",Bernabar,
29984,DJs Sharon, Zürich,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski,
29985,Kah-Ching, Zürich,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski,
29986,John & Jane Doe, Zürich,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski,
29987,Agent Side Grinder, Luzern,2013-03-15,Electronic,Musikzentrum Sedel,Sweden
29988,MIR, Luzern,2013-03-15,Electronic,Musikzentrum Sedel,
29989,DJ Funky Mosquito, Bern,2013-03-15,"Hip Hop, R'n'B",Propeller-Bar,
29990,DJs J. Kaliim, Zürich,2013-03-15,"Hip Hop, R'n'B",Aubrey,
29991,Classick, Zürich,2013-03-15,"Hip Hop, R'n'B",Aubrey,
29992,Remady & Manu-L, Dübendorf,2013-03-15,Electronic,P1 Club,
29993,The Wild Guys, Lausanne,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Bourg,
29994,DJs Marechal Teo, Lausanne,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Bourg,
29995,Amiral Fab, Lausanne,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Bourg,
29996,Vernissage dalbum, Lausanne,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Bourg,
29997,Skip & Die, Chur,2013-03-15,Electronic,Selig Tanzbar,
29998,DJ Mad Kid, Chur,2013-03-15,Electronic,Selig Tanzbar,
29999,Blind Corner, Binningen,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Binningerstübli,
30000,The Rock'n'Roll Kamikazes, Thun,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Mokka,
30001,Riddemption, Brugg,2013-03-15,"Jazz, Blues, Soul",Dampfschiff Kulturclub,
30002,Pamplona Grup, Brugg,2013-03-15,"Jazz, Blues, Soul",Dampfschiff Kulturclub,
30003,DJs Patric Pleasure, Zürich,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Apartment 22,
30004,Pancake, Zürich,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Apartment 22,
30005,Federlos, Solothurn,2013-03-15,"Jazz, Blues, Soul",KreuzKultur,
30006,Tarallucce Trio - Prima di tutto l'amore,"edorf, 8708 Männedorf",2013-03-15,Pop,Herzbaracke,
30007,Alexander Bock, Zürich,2013-03-15,"Hip Hop, R'n'B",Moods,
30008,Andreas Fränzl, Zürich,2013-03-15,"Hip Hop, R'n'B",Moods,
30009,Gerald Huber, Zürich,2013-03-15,"Hip Hop, R'n'B",Moods,
30010,Christian Birawsky, Zürich,2013-03-15,"Hip Hop, R'n'B",Moods,
30011,Philipp Sageder, Zürich,2013-03-15,"Hip Hop, R'n'B",Moods,
30012,Frölein Da Capo,,2013-03-15,Pop,Theater am Bahnhof TaB,
30013,Do it Like Erny,,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Grabenhalle,
30014,No Brain Justice,,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Grabenhalle,
30015,Cobweb,,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Grabenhalle,
30016,The Busketeers, Burgdorf,2013-03-15,Pop,Kulturclub Maison Pierre,
30017,Jay Marsh, Burgdorf,2013-03-15,Pop,Kulturclub Maison Pierre,
30018,Ricky Prichard, Burgdorf,2013-03-15,Pop,Kulturclub Maison Pierre,
30019,Mike Woodhouse, Burgdorf,2013-03-15,Pop,Kulturclub Maison Pierre,
30020,Dan Roth, Burgdorf,2013-03-15,Pop,Kulturclub Maison Pierre,
30021,Keltikon, Herisau,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Treffpunkt,
30022,Lain Duncan, Herisau,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Treffpunkt,
30023,Olaf Ohl, Herisau,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Treffpunkt,
30024,Rino Bollin, Herisau,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Treffpunkt,
30025,Patrick Feuz, Herisau,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Treffpunkt,
30026,Joe Louis Walker,,2013-03-15,"Jazz, Blues, Soul",Haus der Volksbildung,
30027,Jean-Jacques Milteau,,2013-03-15,"Jazz, Blues, Soul",Haus der Volksbildung,
30028,Manu Galvin,,2013-03-15,"Jazz, Blues, Soul",Haus der Volksbildung,
30029,Mr.Blue & The Tight Groove,,2013-03-15,"Jazz, Blues, Soul",Haus der Volksbildung,
30030,Finsterforst, Luzern,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Schüür,
30031,Abinchova, Luzern,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Schüür,
30032,Silent Stream Of Godless Elegy, Luzern,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Schüür,Czechia
30033,Desultory, Sursee,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,Sweden
30034,Pyrexia, Sursee,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,United States
30035,Beheaded, Sursee,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,Malta
30036,Unfathomable Ruination, Sursee,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,United Kingdom
30037,Nasty Vermin, Sursee,2013-03-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,
30038,DJs Soulchild, Basel,2013-03-14,"Hip Hop, R'n'B",Latin-Club D'Rumba,
30039,D-Fyne, Basel,2013-03-14,"Hip Hop, R'n'B",Latin-Club D'Rumba,
30040,MC BIG K, Basel,2013-03-14,"Hip Hop, R'n'B",Latin-Club D'Rumba,
30041,DJs Ms. Hyde, Zürich,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Gonzo,
30042,Carlo Cannone, Zürich,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Gonzo,
30043,Waving Hands, Zürich,2013-03-14,Electronic,La Catrina,
30044,Richard Decker, Luzern,2013-03-14,"Jazz, Blues, Soul",Hotel Montana,
30045,Leon, Lausanne,2013-03-14,"Jazz, Blues, Soul",Le Bourg,
30046,Harmful, Bern,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",ISC Club,
30047,Circle 3, Basel,2013-03-14,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30048,David Friesen, Basel,2013-03-14,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30049,Greg Goebel, Basel,2013-03-14,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30050,Charlie Doggett, Basel,2013-03-14,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30051,Jeremiah Jae, Zürich,2013-03-14,"Jazz, Blues, Soul",Rote Fabrik,United States
30052,DJs J. Sayne & Loo Mapper, Zürich,2013-03-14,"Jazz, Blues, Soul",Rote Fabrik,
30053,Trio Doppelbock & Duo Zwilch, Thalwil,2013-03-14,Pop,Kultwerk,
30054,My Name is George, Luzern,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Schüür,
30055,John Caroline, Luzern,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Schüür,
30056,Ab 18 Jahren,,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Relax Lounge,
30057,PommelHORSE, Zürich,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Jenseits im Viadukt,
30058,Lukas Roos, Zürich,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Jenseits im Viadukt,
30059,Joel Graf, Zürich,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Jenseits im Viadukt,
30060,Olivier Zurkirchen, Zürich,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Jenseits im Viadukt,
30061,Jeremias Keller, Zürich,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Jenseits im Viadukt,
30062,Gregor Lisser, Zürich,2013-03-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Jenseits im Viadukt,
30063,Christian Winiker, Luzern,2013-03-13,"Hip Hop, R'n'B",Bar 59,
30064,Adi Wiss, Luzern,2013-03-13,"Hip Hop, R'n'B",Bar 59,
30065,Mani Zweili, Luzern,2013-03-13,"Hip Hop, R'n'B",Bar 59,
30066,Mike Malloth, Luzern,2013-03-13,"Hip Hop, R'n'B",Bar 59,
30067,DJs Emigrante,,2013-03-13,"Ragga, Reggae, African Music, Dancehall",Evita Club,
30068,Ruben,,2013-03-13,"Ragga, Reggae, African Music, Dancehall",Evita Club,
30069,Ian Fisher, Zürich,2013-03-13,Pop,Bar Rossi,United States
30070,Fai Baba, Zürich,2013-03-13,"Jazz, Blues, Soul",Zukunft,
30071,DJ Mildred Guy, Zürich,2013-03-13,"Jazz, Blues, Soul",Zukunft,United States
30072,DJs Theo, Luzern,2013-03-13,"Ragga, Reggae, African Music, Dancehall",Opera,
30073,Salvo Morello, Luzern,2013-03-13,"Ragga, Reggae, African Music, Dancehall",Opera,
30074,Greater Goodz, Lausanne,2013-03-13,Pop,Bleu Lezard,
30075,Die Priester, Olten,2013-03-13,Pop,Stadtkirche,
30076,Albumvorstellung Rex Gloriae, Olten,2013-03-13,Pop,Stadtkirche,
30077,Desert Rose, Zürich,2013-03-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Schützenhaus Albisgütli,
30078,C.H. Country Helvetia, Zürich,2013-03-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Schützenhaus Albisgütli,
30079,The Killers, Crans-Montana,2013-03-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Centre de Congrès le Régent,United States
30080,The Spinto Band, Crans-Montana,2013-03-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Centre de Congrès le Régent,United States
30081,The Animen, Crans-Montana,2013-03-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Cry d'Er,
30082,Static Frames, Crans-Montana,2013-03-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Cry d'Er,
30083,Michis Partyband, Zürich,2013-03-13,Pop,Bierhalle Wolf,
30084,Sidonia Caviezel, Zürich,2013-03-13,Pop,Quartierzentrum Aussersihl,
30085,Tome Iliev, Zürich,2013-03-13,Pop,Quartierzentrum Aussersihl,
30086,Darsteller: Katarina Tereh, Zürich,2013-03-13,Pop,Quartierzentrum Aussersihl,
30087,Seraina von Wartburg, Zürich,2013-03-13,Pop,Quartierzentrum Aussersihl,
30088,Familienkonzert, Zürich,2013-03-13,Pop,Quartierzentrum Aussersihl,
30089,Lisette & The Swing Thing, Basel,2013-03-12,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30090,Lisette Spinnler, Basel,2013-03-12,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30091,Christian Gutfleisch, Basel,2013-03-12,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30092,Michael Chylewski, Basel,2013-03-12,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30093,Peter Schmidlin, Basel,2013-03-12,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30094,Betty Steels, Zürich,2013-03-12,Pop,Moods,United Kingdom
30095,Samuel Jon Samuelsson Big Band, Zürich,2013-03-12,Pop,Moods,Iceland
30096,Samuel Jon Samuelsson, Zürich,2013-03-12,Pop,Moods,
30097,Joel Palsson, Zürich,2013-03-12,Pop,Moods,
30098,Steinar Sigurdarson, Zürich,2013-03-12,Pop,Moods,
30099,Oskar Gudjonsson, Zürich,2013-03-12,Pop,Moods,
30100,Kjartan Hakonarson, Zürich,2013-03-12,Pop,Moods,
30101,Snorri Sigurdarson, Zürich,2013-03-12,Pop,Moods,
30102,DJs Urbano, Luzern,2013-03-12,"Ragga, Reggae, African Music, Dancehall",Bar 59,
30103,Jose Luis, Luzern,2013-03-12,"Ragga, Reggae, African Music, Dancehall",Bar 59,
30104,Panthera, Luzern,2013-03-12,"Ragga, Reggae, African Music, Dancehall",Bar 59,
30105,Ian Fischer & The Present, Winterthur,2013-03-12,"Rock, Indie, Punk, Heavy Metal, Gothic",Albani Music Club,United States
30106,Farlow, Winterthur,2013-03-12,"Rock, Indie, Punk, Heavy Metal, Gothic",Albani Music Club,
30107,Odddog, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30108,Vendredi Soir Swing, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30109,Glanzberth-Landolt, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30110,Sebastian Pietrowiak, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30111,Mischa Maurer, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30112,Gianluca Giger, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30113,Clemens Kuratle, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30114,Valentin Baumgartner, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30115,David Heinzmann, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30116,Daniel Stocker, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30117,Vincent Glanzmann, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30118,Dominik Landolt, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30119,Martina Berther, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30120,Vince Glanzmann, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30121,Fach: Gitarre, Luzern,2013-03-12,"Jazz, Blues, Soul",Jazzkantine,
30122,Cassie Bernstein, Zürich,2013-03-12,Pop,Cabaret Voltaire,
30123,DJ Wurst & Schenkel, Luzern,2013-03-12,"Hip Hop, R'n'B",Bar 59,
30124,Die Priester,,2013-03-12,Pop,Kirche St. Laurenzen,
30125,Albumvorstellung Rex Gloriae,,2013-03-12,Pop,Kirche St. Laurenzen,
30126,Michis Partyband, Zürich,2013-03-12,Pop,Bierhalle Wolf,
30127,Racine & Dreifuss Slowmotion, Zürich,2013-03-12,"Jazz, Blues, Soul",Lebewohlfabrik,
30128,Rumpel & Racine, Zürich,2013-03-12,"Jazz, Blues, Soul",Lebewohlfabrik,
30129,Marianne Racine, Zürich,2013-03-12,"Jazz, Blues, Soul",Lebewohlfabrik,
30130,Marco Dreifuss, Zürich,2013-03-12,"Jazz, Blues, Soul",Lebewohlfabrik,
30131,Jojo Kunz, Zürich,2013-03-12,"Jazz, Blues, Soul",Lebewohlfabrik,
30132,Reihe: Jazzapero, Zürich,2013-03-12,"Jazz, Blues, Soul",Lebewohlfabrik,
30133,Oliver Töngi, Luzern,2013-03-12,Pop,Hotel Montana,
30134,Nathaniel Robin Mann, Winterthur,2013-03-11,Pop,Portier,United Kingdom
30135,Stevie Cochran, Solothurn,2013-03-11,"Jazz, Blues, Soul",Kulturfabrik Kofmehl,United States
30136,Blue Monday, Solothurn,2013-03-11,"Jazz, Blues, Soul",Kulturfabrik Kofmehl,
30137,Michis Partyband, Zürich,2013-03-11,Pop,Bierhalle Wolf,
30138,Millioud-Känzig-Plizga-Fischer, Bern,2013-03-11,"Jazz, Blues, Soul",Ono - Das Kulturlokal,
30139,Nik Bärtschs Ronin, Zürich,2013-03-11,"Jazz, Blues, Soul",Exil,
30140,GBH, Luzern,2013-03-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel,United Kingdom
30141,Marco Todisco, Bern,2013-03-10,Pop,La Cappella,
30142,Steamboat Switzerland, Bern,2013-03-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule Dachstock,Switzerland
30143,Marc Kilchenmann, Bern,2013-03-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule Dachstock,
30144,DJs Banana, Zürich,2013-03-10,"Ragga, Reggae, African Music, Dancehall",Latin Palace,
30145,Bronx, Zürich,2013-03-10,"Ragga, Reggae, African Music, Dancehall",Latin Palace,
30146,DJs Ker, Basel,2013-03-10,"Hip Hop, R'n'B",Obsession Club,
30147,Big Boys, Basel,2013-03-10,"Hip Hop, R'n'B",Obsession Club,
30148,DJ Lukjlite, Basel,2013-03-10,"Hip Hop, R'n'B",Sud,
30149,Jah Kabra, Schaffhausen,2013-03-10,"Hip Hop, R'n'B",Tap Tab Musikraum,
30150,SFR, Schaffhausen,2013-03-10,"Hip Hop, R'n'B",Tap Tab Musikraum,
30151,QBIG & Zenith B, Schaffhausen,2013-03-10,"Hip Hop, R'n'B",Tap Tab Musikraum,
30152,DJ R. K., Zürich,2013-03-09,"Hip Hop, R'n'B",Hey City of Music,
30153,DJs Rocketaro, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski,
30154,Pat, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski,
30155,DJ Taxi, Basel,2013-03-09,"Hip Hop, R'n'B",Plaza Club,
30156,DJs Boca 45, Basel,2013-03-09,"Hip Hop, R'n'B",Kaserne,
30157,Form at, Basel,2013-03-09,"Hip Hop, R'n'B",Kaserne,United Kingdom
30158,Pun & Reezm, Basel,2013-03-09,"Hip Hop, R'n'B",Kaserne,
30159,Climbing Tree, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar Rossi,
30160,Tobias Gurtner, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar Rossi,
30161,Christian Sommerhalder, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar Rossi,
30162,Ere Gerber, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar Rossi,
30163,DJ Audio Tribe, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar Rossi,
30164,DJs Soul Smoothie, Luzern,2013-03-09,"Hip Hop, R'n'B",Madeleine,
30165,Mood Honeymoon, Luzern,2013-03-09,"Hip Hop, R'n'B",Madeleine,
30166,DJ Queen Cool, Luzern,2013-03-09,"Hip Hop, R'n'B",Suite,
30167,DJ M-Smok, Bern,2013-03-09,"Ragga, Reggae, African Music, Dancehall",Eclipse,
30168,The Hunters, Basel,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Sommercasino,Canada
30169,No Glory Tomorrow, Basel,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Sommercasino,
30170,Take Away Caddy, Basel,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Sommercasino,
30171,DJs Dani Meyer, Schaffhausen,2013-03-09,"Ragga, Reggae, African Music, Dancehall",Kammgarn,
30172,Nero, Schaffhausen,2013-03-09,"Ragga, Reggae, African Music, Dancehall",Kammgarn,
30173,Phil Guarana, Schaffhausen,2013-03-09,"Ragga, Reggae, African Music, Dancehall",Kammgarn,
30174,Adriano Purez, Schaffhausen,2013-03-09,"Ragga, Reggae, African Music, Dancehall",Kammgarn,
30175,Tha Groove Junkeez, Schaffhausen,2013-03-09,"Ragga, Reggae, African Music, Dancehall",Kammgarn,
30176,Spring Break Edition, Schaffhausen,2013-03-09,"Ragga, Reggae, African Music, Dancehall",Kammgarn,
30177,Fido, Zug,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Chollerhalle,
30178,Die Knopiloten, Luzern,2013-03-09,Pop,Metzgerhalle,
30179,Dqtç, Huttwil,2013-03-09,"Jazz, Blues, Soul",Improvisorium,
30180,Bert Joris Quartet, Basel,2013-03-09,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30181,Bert Joris, Basel,2013-03-09,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30182,Dado Moroni, Basel,2013-03-09,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30183,Philippe Aerts, Basel,2013-03-09,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30184,Dré Pallemaerts, Basel,2013-03-09,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30185,Tocotronic, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Rote Fabrik,
30186,Diens, Luzern,2013-03-09,"Hip Hop, R'n'B",Schüür,
30187,Dezmond Dez, Luzern,2013-03-09,"Hip Hop, R'n'B",Schüür,
30188,The Crazy Safes feat. Karl Grieder, Basel,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Häbse-Theater Basel,
30189,The Avett Brothers, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaufleuten,United States
30190,Seth Avett, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaufleuten,
30191,Scott Avett, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaufleuten,
30192,Bob Crawford, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaufleuten,
30193,Joe Kwon, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaufleuten,
30194,Jacob Edwards, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaufleuten,
30195,Counterparts, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo,Canada
