name,origin,genre
DJ King Abi,NaN,"Hip Hop, R'n'B"
Street-Dance-Performance von Les Twins,NaN,"Hip Hop, R'n'B"
DJs Roy,NaN,"Ragga, Reggae, African Music, Dancehall"
Joy,NaN,"Ragga, Reggae, African Music, Dancehall"
Hawelka,NaN,"Jazz, Blues, Soul"
Slivan Schmid,NaN,"Jazz, Blues, Soul"
Bonosera,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Rock'n'Rolla,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
And All Because the Lady Loves,United Kingdom,"Rock, Indie, Punk, Heavy Metal, Gothic"
Qube,NaN,Electronic
DJ Trump,NaN,Electronic
Tomazobi,NaN,Pop
Tobias Heim,NaN,Pop
Maze Künzler,NaN,Pop
Mark Obi,NaN,Pop
Nick Werren,NaN,Pop
Ochsenbauer Meets Sokal,NaN,"Jazz, Blues, Soul"
Tizian Jost,NaN,"Jazz, Blues, Soul"
Johannes Ochsenbauer,NaN,"Jazz, Blues, Soul"
Mario Gonzi,NaN,"Jazz, Blues, Soul"
Nicole Herzog & Stewy von Wattenwyl Group,NaN,"Jazz, Blues, Soul"
Bumshankar,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Nativ,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Kermit,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Eric Lee,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Lukas Meier,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Stage Revolution with Zisa,NaN,Pop
FM Trio,NaN,"Jazz, Blues, Soul"
Fabian M. Mueller,NaN,"Jazz, Blues, Soul"
Kaspar von Grünigen,NaN,"Jazz, Blues, Soul"
Fabian Bürgi,NaN,"Jazz, Blues, Soul"
Terix Cluster Experience,NaN,"Hip Hop, R'n'B"
Jonathan Echo,NaN,Pop
Juna,NaN,"Jazz, Blues, Soul"
Hidden Gems,NaN,"Jazz, Blues, Soul"
Andatilo,NaN,"Jazz, Blues, Soul"
No shrinking Violets,NaN,"Jazz, Blues, Soul"
Seeland,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Märk u Bänd,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Balkan Express,NaN,"Hip Hop, R'n'B"
DJ Matteo,NaN,"Hip Hop, R'n'B"
Chris Pate,NaN,Pop
Ass Jazz,NaN,Pop
Hausquartett,NaN,"Jazz, Blues, Soul"
One Two Bigband,NaN,"Jazz, Blues, Soul"
Kinderchormatinee Kanton Basel-Stadt,NaN,Pop
Kinderchormatinee Kanton Basel-Landschaft,NaN,Pop
DJs Slice,NaN,"Hip Hop, R'n'B"
MC Morph,NaN,"Hip Hop, R'n'B"
DJs Kristo,NaN,"Hip Hop, R'n'B"
Tommy Vercetti & Dezmond Dez,NaN,"Hip Hop, R'n'B"
DJ Don Morello,NaN,"Hip Hop, R'n'B"
Piffalomozza,NaN,"Jazz, Blues, Soul"
Amit Dubester,NaN,"Jazz, Blues, Soul"
Joe Flüeler,NaN,"Jazz, Blues, Soul"
Stefan Kägi,NaN,"Jazz, Blues, Soul"
KnoR,NaN,"Jazz, Blues, Soul"
Georg Bleikolm,NaN,"Jazz, Blues, Soul"
Steve Buchanan,NaN,"Jazz, Blues, Soul"
Fresu-Galliano-Lundgren,NaN,"Jazz, Blues, Soul"
Olga Tucek,NaN,Pop
Mean2k,NaN,"Hip Hop, R'n'B"
DJ O.H,NaN,"Hip Hop, R'n'B"
Open Mic,NaN,Pop
Spezialgast: Deshain.,NaN,Pop
Xixa,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Harpoonist & The Axe Murderer,Canada,"Rock, Indie, Punk, Heavy Metal, Gothic"
Way Back Home,NaN,"Jazz, Blues, Soul"
Alex Steiner,NaN,"Jazz, Blues, Soul"
Gregor Lehner,NaN,"Jazz, Blues, Soul"
Berti Lampert,NaN,"Jazz, Blues, Soul"
Erik Visscher,NaN,"Jazz, Blues, Soul"
Pino Buoro,NaN,"Jazz, Blues, Soul"
Roger Maurer,NaN,"Jazz, Blues, Soul"
Melker,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Viva Voce,NaN,Pop
DJs Crow,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Dragoncry,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Das Mandat,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Tenzking,NaN,"Hip Hop, R'n'B"
Bensai,NaN,"Hip Hop, R'n'B"
Live Sax: R-Jazz,NaN,"Hip Hop, R'n'B"
Nintendub,NaN,Electronic
ZHdK Bachelorprojekt Tonmeister Pop von Nicolas Müller,NaN,Electronic
Kalles Kaviar,NaN,"Hip Hop, R'n'B"
Johnny Falstaff,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Saalschutz,Switzerland,Electronic
DJs Mighty Children Sound,Gambia,"Hip Hop, R'n'B"
Secko Vibz,NaN,"Hip Hop, R'n'B"
Keida,Jamaica,"Hip Hop, R'n'B"
Singjay,Jamaica,"Hip Hop, R'n'B"
Frauenpower aus Jamaika,NaN,"Hip Hop, R'n'B"
StoneHill,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Silvia Thierstein & Bruno Heimberg,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Copita,NaN,"Ragga, Reggae, African Music, Dancehall"
Milton,NaN,"Ragga, Reggae, African Music, Dancehall"
DJ G Brown,NaN,"Hip Hop, R'n'B"
Chriz O,NaN,"Hip Hop, R'n'B"
Steve XLS,NaN,"Hip Hop, R'n'B"
Shake,NaN,"Hip Hop, R'n'B"
Mattia Ferrari,NaN,Pop
Silvan Gerhard,NaN,Pop
ZHdK Bachelorprojekt Pop,NaN,Pop
Remexx,NaN,"Hip Hop, R'n'B"
DJ J Temple,NaN,"Hip Hop, R'n'B"
Baldes-Frey-Meier-Hunziker,NaN,"Jazz, Blues, Soul"
Claude Meier,NaN,"Jazz, Blues, Soul"
Westwood,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Sezen Aksu,Turkey,Pop
The Italian Tenors & Tri Angels,Italy,Pop
Marcus Roberts and the Modern Jazz Generation,United States,"Jazz, Blues, Soul"
Karavann,NaN,Pop
ZHDK Big Band,NaN,"Jazz, Blues, Soul"
DKSJ All Star Band,NaN,"Jazz, Blues, Soul"
Duo canto battuto,NaN,Pop
Eva Nievergelt,NaN,Pop
Christoph Brunner,NaN,Pop
Regula Stibi,NaN,Pop
Alberto Garcia Trio,NaN,"Jazz, Blues, Soul"
Aydin Esen,NaN,"Jazz, Blues, Soul"
Cholet New Quartet u. a.,NaN,"Jazz, Blues, Soul"
Live: Ten Cent Pistol,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Thommy,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Redska,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Nauras,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Remo Kessler,NaN,Pop
MC D Law,NaN,"Hip Hop, R'n'B"
DJs Trottles Of Dead,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Brother Pantichrist,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Live: Palko Muski,NaN,"Ragga, Reggae, African Music, Dancehall"
After-Party: Trubaci Soundsistema,NaN,"Ragga, Reggae, African Music, Dancehall"
DJs Rising FYAH,NaN,"Hip Hop, R'n'B"
Jahcriss,NaN,"Hip Hop, R'n'B"
Tomvson,NaN,"Hip Hop, R'n'B"
Tony,NaN,"Hip Hop, R'n'B"
DJs Hispanic Joe,NaN,"Hip Hop, R'n'B"
DJ DBL Crew,NaN,"Hip Hop, R'n'B"
Live: Lower Pink,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Friedli & Fränz Kilbimusig,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Urs von Wartburg,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Reggie's Doo,NaN,"Hip Hop, R'n'B"
Soulvision Allstars feat. The James Brown Tribute Show,NaN,"Hip Hop, R'n'B"
Langue Erotique,NaN,Pop
Generell 80,NaN,Pop
Kalletti Klub,NaN,Electronic
Carrousel,NaN,Pop
Mario Batkovic & Joe Volk,United Kingdom,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Inconnue,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Donat Fisch Quartett,NaN,"Jazz, Blues, Soul"
Bänz Oester,NaN,"Jazz, Blues, Soul"
Norbert Pfammatter,NaN,"Jazz, Blues, Soul"
Celebrating the music of Milton Nascimento,NaN,"Jazz, Blues, Soul"
Chico Amaral,NaN,"Jazz, Blues, Soul"
Ricardo Fiuza,NaN,"Jazz, Blues, Soul"
Lincoln Cheib,NaN,"Jazz, Blues, Soul"
Lumisokea,NaN,Electronic
Shawn O'Sullivan,United States,Electronic
N1L,Latvia,Electronic
Andrew Tuttle,Australia,Electronic
Older Now with Judith,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Lena,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Mirjam and Special Guests,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Ogre,NaN,"Jazz, Blues, Soul"
Maria João,NaN,"Jazz, Blues, Soul"
João Farinha,NaN,"Jazz, Blues, Soul"
Julio Resende,NaN,"Jazz, Blues, Soul"
Joel Silva,NaN,"Jazz, Blues, Soul"
Seven,NaN,"Hip Hop, R'n'B"
Back Funk Love Soul Club-Tour,NaN,"Hip Hop, R'n'B"
The Shoo-Shoo,NaN,"Jazz, Blues, Soul"
Anna Boethius,NaN,"Jazz, Blues, Soul"
Juliane Hollerbach,NaN,"Jazz, Blues, Soul"
Dina Salák,NaN,"Jazz, Blues, Soul"
Philipp Kailer,NaN,"Jazz, Blues, Soul"
Michael Tiefenbeck,NaN,"Jazz, Blues, Soul"
Beni Reimann,NaN,"Jazz, Blues, Soul"
Phased,NaN,Pop
Expenzer Ashtar,NaN,Pop
The Bend,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Fonkefloog,NaN,Pop
Willy Tell,NaN,Pop
Neighborhood,NaN,"Hip Hop, R'n'B"
Brazzini Smart Band,NaN,"Jazz, Blues, Soul"
Pirmin Bossart mit Christoph Erb & Michael Vatcher,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Jackets,NaN,Pop
The Broots & Track Attack,NaN,Pop
Inuuk,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Martin Deplazes,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Hannah Bissegger,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Andreas Achermann,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Marcel Frautschi,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Rozenberg,NaN,"Hip Hop, R'n'B"
Mourah,NaN,Electronic
The David Ambrosio Trio,NaN,"Jazz, Blues, Soul"
David Ambrosio,NaN,"Jazz, Blues, Soul"
Russ Meissner,NaN,"Jazz, Blues, Soul"
Albert Sanz Quintet,NaN,"Jazz, Blues, Soul"
Albert Sanz,NaN,"Jazz, Blues, Soul"
Gabriel Dalvit,NaN,"Jazz, Blues, Soul"
Martin Herberg,NaN,Pop
Crazy Pony,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Léa Rovero,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Frank Powlesland,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Akrobatik trifft auf Musik,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Stuck In The Sound,France,"Rock, Indie, Punk, Heavy Metal, Gothic"
Abu,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Clara Moreau,NaN,Pop
Herr Knobel & The 1& Olli,NaN,Electronic
DJ Carlo Cannone,NaN,Electronic
Donat Fisch Quartet,NaN,"Jazz, Blues, Soul"
David Ambrosio Trio,NaN,"Jazz, Blues, Soul"
The American West,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Beck-Buser-Roos-Hilbe,NaN,"Jazz, Blues, Soul"
Kai Strauss & The Electric Blues Allstars,NaN,"Jazz, Blues, Soul"
Yatatchi,NaN,"Jazz, Blues, Soul"
Peter Gysin,NaN,"Jazz, Blues, Soul"
Willy Surbeck,NaN,"Jazz, Blues, Soul"
Louie Maiello,NaN,"Jazz, Blues, Soul"
A-live,NaN,Pop
Silvan Schmid Quintett,NaN,"Jazz, Blues, Soul"
Muche-Hein,NaN,"Jazz, Blues, Soul"
Celebration the Music of Milton Nascimento,NaN,"Jazz, Blues, Soul"
Crevasse,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Strafplanet,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Primo Sparazza,NaN,"Hip Hop, R'n'B"
Def Cue & The Situation,NaN,"Hip Hop, R'n'B"
DJs Makoto,NaN,"Hip Hop, R'n'B"
Flowrian,NaN,"Hip Hop, R'n'B"
Crumbling Empire,NaN,"Hip Hop, R'n'B"
DY Over DX,NaN,"Hip Hop, R'n'B"
Lacassa,NaN,"Hip Hop, R'n'B"
DJ Luk Lechuck,NaN,"Hip Hop, R'n'B"
C.R.A.C.K. Tour,NaN,"Hip Hop, R'n'B"
DJs The Niceguys,NaN,"Hip Hop, R'n'B"
Steel,NaN,"Hip Hop, R'n'B"
Träume versus,NaN,Pop
InVolt,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Mulk,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Yudlugar,United Kingdom,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Messias,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
ARG,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Matto Rules,NaN,Pop
Starway Seven,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Kalli Gerhards,NaN,"Jazz, Blues, Soul"
Vincenzo Di Donna,NaN,"Jazz, Blues, Soul"
Luigi De Maio,NaN,"Jazz, Blues, Soul"
Vocabular,NaN,Pop
Undercover,NaN,Pop
Eliane Amherd & Band,NaN,Pop
T. S. Monk Sextet,United States,"Jazz, Blues, Soul"
Zuger Shuger,NaN,"Hip Hop, R'n'B"
Chris Bluemoon,NaN,"Hip Hop, R'n'B"
Ob One,NaN,"Hip Hop, R'n'B"
T-Flavor & Blackem,NaN,"Hip Hop, R'n'B"
DJ A.S. One,NaN,"Ragga, Reggae, African Music, Dancehall"
Full Effect DJ-Crew,NaN,"Hip Hop, R'n'B"
DJs D-Skillz,NaN,"Hip Hop, R'n'B"
Mojo,NaN,Pop
Red Tom and the T.N.Ts,NaN,Pop
Mojo Verde,NaN,Pop
The Fabulous Gipsy Dicks,NaN,Pop
DJs Yvette & Swordfish,NaN,Pop
Knackeboul,NaN,"Hip Hop, R'n'B"
Joe Cocker Tribute & All Stars,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Two & Jan Steiner,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Several Minds,NaN,Pop
Argyle Singh,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Simon Spiess,NaN,"Jazz, Blues, Soul"
Josquin Rosset,NaN,"Jazz, Blues, Soul"
Gabriel Meyer,NaN,"Jazz, Blues, Soul"
Jan Geiger,NaN,"Jazz, Blues, Soul"
Faz Waltz,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Tankcsapda,Hungary,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Qu'erico,NaN,"Ragga, Reggae, African Music, Dancehall"
Salsa namá,NaN,"Ragga, Reggae, African Music, Dancehall"
Kenny Garrett Group,NaN,"Jazz, Blues, Soul"
Vernell Brown,NaN,"Jazz, Blues, Soul"
Corcoran Holt,NaN,"Jazz, Blues, Soul"
Marcus Baylor,NaN,"Jazz, Blues, Soul"
Rudy Bird,NaN,"Jazz, Blues, Soul"
We Invented Paris,NaN,Pop
Oli Kehrli,NaN,Pop
Lust auf Kunst,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Jerry and the Final Thoughts,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Bazooka,NaN,"Hip Hop, R'n'B"
DJs Captain Teis,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Joe Bless,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Michael Stauffer & Hans-Peter Pfammatter,NaN,"Jazz, Blues, Soul"
Alan Hill,NaN,"Hip Hop, R'n'B"
Brett Lucas,NaN,"Hip Hop, R'n'B"
James Simonson,NaN,"Hip Hop, R'n'B"
Daryll Pierce,NaN,"Hip Hop, R'n'B"
Tomas Sauter,NaN,"Jazz, Blues, Soul"
Luzius Schuler,NaN,"Jazz, Blues, Soul"
DJs Swissfire,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Thaler,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Birdpen,United Kingdom,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Tap Tap,Brazil,"Hip Hop, R'n'B"
Marc n Mickeys Memory,NaN,Pop
Nicole Durrer,NaN,"Jazz, Blues, Soul"
Tim McMillan & Friends,Australia,Pop
Peter Zihlmann,NaN,"Jazz, Blues, Soul"
Arms & Sleepers,NaN,Pop
Selber musizieren,NaN,Pop
Them Fleures,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Dennis Blassnig Band,NaN,"Hip Hop, R'n'B"
Gerald Clayton Trio,NaN,"Jazz, Blues, Soul"
Gerald Clayton, United States,"Jazz, Blues, Soul"
Harish Raghavan,NaN,"Jazz, Blues, Soul"
Henry Cole,NaN,"Jazz, Blues, Soul"
Sunset Sons,France,"Rock, Indie, Punk, Heavy Metal, Gothic"
Sweet Sweet Fantasy Tour,NaN,Pop
Lifestream,NaN,"Jazz, Blues, Soul"
Fabian Baur,NaN,"Jazz, Blues, Soul"
Simon Rupp,NaN,"Jazz, Blues, Soul"
Philipp Bühlmann,NaN,"Jazz, Blues, Soul"
Daniel Weber,NaN,"Jazz, Blues, Soul"
Swing Live Tour,NaN,"Jazz, Blues, Soul"
Compulsion Jazzquintet,NaN,"Jazz, Blues, Soul"
Adam Taubitz,Poland,"Jazz, Blues, Soul"
Marc Ullrich,NaN,"Jazz, Blues, Soul"
Simone Bollini,NaN,"Jazz, Blues, Soul"
Christoph Mohler,NaN,"Jazz, Blues, Soul"
Kaos Protokoll,NaN,"Jazz, Blues, Soul"
Benedikt Wieland,NaN,"Jazz, Blues, Soul"
Marc Stucki,NaN,"Jazz, Blues, Soul"
Flo Reichle,NaN,"Jazz, Blues, Soul"
Bernd Reiters New York All Stars,NaN,"Jazz, Blues, Soul"
Jim Rotondi,NaN,"Jazz, Blues, Soul"
Harold Mabern, U.S.,"Jazz, Blues, Soul"
Darryl Hall,NaN,"Jazz, Blues, Soul"
Bernd Reiter,NaN,"Jazz, Blues, Soul"
Fred Firth,United Kingdom,"Rock, Indie, Punk, Heavy Metal, Gothic"
Lunes Chor,NaN,Pop
Öz Ürügülü,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Karl Hector,NaN,"Hip Hop, R'n'B"
DJs Skoob,NaN,"Hip Hop, R'n'B"
Link,NaN,"Hip Hop, R'n'B"
Mirko Machine,NaN,"Hip Hop, R'n'B"
DJs Jermaine,NaN,"Hip Hop, R'n'B"
One-Ear,NaN,"Hip Hop, R'n'B"
Giorgos Tsalikis, Greece,"Hip Hop, R'n'B"
DJ Manos Volanis,NaN,"Hip Hop, R'n'B"
The Lytics,Canada,"Hip Hop, R'n'B"
Ok Kid,NaN,"Hip Hop, R'n'B"
DJs M-Live,NaN,"Hip Hop, R'n'B"
Q-Drop,NaN,"Hip Hop, R'n'B"
DJ Ladyshake,NaN,"Ragga, Reggae, African Music, Dancehall"
DJs Armin Diethelm,NaN,"Hip Hop, R'n'B"
Der Bischof,NaN,"Hip Hop, R'n'B"
Hazer Baba,NaN,"Hip Hop, R'n'B"
Lifted Selection,NaN,"Hip Hop, R'n'B"
Blood a Run,NaN,"Hip Hop, R'n'B"
Hamschter,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Beborn Beton, Germany,"Rock, Indie, Punk, Heavy Metal, Gothic"
Stadtmusik Uster,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Hosted by Spezialmaterial,NaN,Electronic
Ali & LCone,NaN,Pop
Don't Kill The Beast,NaN,Pop
Rio Wolta,NaN,Pop
DJs Whizkid,NaN,"Hip Hop, R'n'B"
Apesmile,NaN,"Hip Hop, R'n'B"
Mike-L,NaN,"Hip Hop, R'n'B"
DJs Trashlimo,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Phrank,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Kranium,Jamaica,"Hip Hop, R'n'B"
Ciné-Konzert,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Bünzlikracher,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Simu S.,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Bill Evans Band,United States,"Jazz, Blues, Soul"
Dave Anderson,NaN,"Jazz, Blues, Soul"
Josh Dion,NaN,"Jazz, Blues, Soul"
Johannes Bär,NaN,"Jazz, Blues, Soul"
Andreas Broger,NaN,"Jazz, Blues, Soul"
Freda Goodlett Band,NaN,"Hip Hop, R'n'B"
Severin Graf,NaN,"Hip Hop, R'n'B"
Nico Merz,NaN,"Hip Hop, R'n'B"
It It Anita,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Melebe Misanthrop,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Brandhärd,NaN,"Hip Hop, R'n'B"
Esche,NaN,"Jazz, Blues, Soul"
Laura Schuler,1998 Nagano,"Jazz, Blues, Soul"
Wolfgang Lackerschmid Connection,NaN,"Jazz, Blues, Soul"
Ryan Carniaux,NaN,"Jazz, Blues, Soul"
Wolfgang Lackerschmid,NaN,"Jazz, Blues, Soul"
Stefan Rademacher,NaN,"Jazz, Blues, Soul"
Guido May,NaN,"Jazz, Blues, Soul"
Ape Skull,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Rich Kid Blue,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Das Sen-Trio,NaN,Pop
Miriam Donohue,Ireland,Pop
Tsering Purtag & Rockfuel,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Harleighblu,NaN,"Hip Hop, R'n'B"
Begging for Incest,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Lower than Zero,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Matchlaz,NaN,"Hip Hop, R'n'B"
Elvis, U.S.,"Rock, Indie, Punk, Heavy Metal, Gothic"
Familie Gantenbein,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Gardener and the Tree,NaN,Pop
Manuel Felder,NaN,Pop
Patrik Fet,NaN,Pop
Patrik Muggli,NaN,Pop
Philippe Jüttner,NaN,Pop
Daniel Fet,NaN,Pop
Questclamationmarks,NaN,"Jazz, Blues, Soul"
Duette,NaN,Pop
Eva Flury,NaN,Pop
Tom Klein,NaN,"Jazz, Blues, Soul"
I-Van & The Cargo Handlers,NaN,"Jazz, Blues, Soul"
Bluestonique,NaN,"Jazz, Blues, Soul"
Pascal Geiser,NaN,"Jazz, Blues, Soul"
Manu Hartmann & The City Blues Band,NaN,"Jazz, Blues, Soul"
Daymé Arocena,Cuba,"Jazz, Blues, Soul"
Crispin Robinson,NaN,"Jazz, Blues, Soul"
Robert Mitchell,NaN,"Jazz, Blues, Soul"
Maria Julia,NaN,"Jazz, Blues, Soul"
Tom Mason, U.S.,"Jazz, Blues, Soul"
Keïta-Brönnimann-Niggli,NaN,"Jazz, Blues, Soul"
Aly Keïta,NaN,"Jazz, Blues, Soul"
Lucas Abela Zayk,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
END,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Faruks Playlist,NaN,"Hip Hop, R'n'B"
Janetts Jazzmusik-Baukasten,NaN,"Jazz, Blues, Soul"
Marena Whitcher,NaN,"Jazz, Blues, Soul"
Lukas Wyss,NaN,"Jazz, Blues, Soul"
Daniel db Weber,NaN,"Jazz, Blues, Soul"
Audétat-Moret-Geymeier,NaN,"Jazz, Blues, Soul"
Pierre Audétat,NaN,"Jazz, Blues, Soul"
Patrick Stadler,NaN,"Jazz, Blues, Soul"
Yaron Deutsch,NaN,"Jazz, Blues, Soul"
Brian Archinal,NaN,"Jazz, Blues, Soul"
Antoine Francoise,NaN,"Jazz, Blues, Soul"
Nick Croes,NaN,"Jazz, Blues, Soul"
Alex Bonfanti,NaN,"Jazz, Blues, Soul"
Jamie Peet,NaN,"Jazz, Blues, Soul"
Matthew Fallon,NaN,Pop
The Casa Loca Orchestra,NaN,"Jazz, Blues, Soul"
Joel Gillardini,NaN,"Jazz, Blues, Soul"
Janet Jackson,United States,"Hip Hop, R'n'B"
Unbreakable World Tour,NaN,"Hip Hop, R'n'B"
Berni Dössegger,NaN,Pop
Vitja,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Glantaler Power Men,NaN,Pop
Philipp Moll feat. Sibylle Pousaz,NaN,"Jazz, Blues, Soul"
Sibylle Pousaz,NaN,"Jazz, Blues, Soul"
DJs Pfund & Sweap,NaN,"Hip Hop, R'n'B"
DJs Viet Dee,NaN,"Hip Hop, R'n'B"
DJs Jekey,NaN,"Hip Hop, R'n'B"
DJs Cruz,NaN,"Hip Hop, R'n'B"
Nox,NaN,"Hip Hop, R'n'B"
Anna Känzig,NaN,Pop
Matrik DJ Collective,NaN,"Hip Hop, R'n'B"
Combine,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Dirty Streets,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ R.E.D.,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Loose Connection,NaN,Pop
Fischer Inc.,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Laith Al-Deen & Band,NaN,Pop
My Name Is George,NaN,Pop
Karli,NaN,Pop
The Bacon Fats,NaN,"Hip Hop, R'n'B"
The Red Hot Serenaders,NaN,"Jazz, Blues, Soul"
Fair,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Woodless Brassband,NaN,"Jazz, Blues, Soul"
Breakdown of Sanity,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Nutcutters u. a.,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Piff Paff Puff,NaN,Pop
DJs Hardy,NaN,"Hip Hop, R'n'B"
Leroy,NaN,"Hip Hop, R'n'B"
Laban,NaN,"Hip Hop, R'n'B"
Live: Castro Guapo,NaN,"Hip Hop, R'n'B"
DJs ITL,NaN,"Hip Hop, R'n'B"
Jermain,NaN,"Hip Hop, R'n'B"
Dno,NaN,"Hip Hop, R'n'B"
Night Shift,NaN,"Hip Hop, R'n'B"
DJ Chevere,NaN,"Ragga, Reggae, African Music, Dancehall"
DJs Marty de la Vega,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Peter Henninger,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Fresh,NaN,"Hip Hop, R'n'B"
DJs De De Maio,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Joey Snider,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Martin Kohlstedt,NaN,Electronic
Crescendo,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Michael von der Heide,NaN,Pop
Bellevue Tour,NaN,Pop
