Artist,Date,Genre,Venue,City
The Bacon Fats,2013-09-20,"Jazz, Blues, Soul",Prima Vista, Baden
"The Grand Astoria (RUS), Samavayo (D)",2013-09-20,"Rock, Indie, Punk, Heavy Metal, Gothic",Gaswerk, Winterthur
"Le sirop d'la rue (F),Ostap Bender, Stéphanie Quastana (voc), Alexandre Saintives (g), Samy Dib (g), Benjamin Riggi (dr), Nicolas Penz (b), Michaël Perruchoud (voc, g), Clara Loï (g, vl)",2013-09-20,Pop,Theater Stok, Zürich
Chus,2013-09-20,Pop,Werkstatt, Chur
Leberhauer,2013-09-20,Pop,Schlosshof, Altikon
Jaja et les Musettes,2013-09-20,"Jazz, Blues, Soul",Restaurant Schützen, Münchenstein
DJ Nat Shizaru,2013-09-20,"Hip Hop, R'n'B",Bar 59, Luzern
DJs Tribulation Radio Station Boys,2013-09-20,"Rock, Indie, Punk, Heavy Metal, Gothic",Schüür, Luzern
Der grosse DJ-Marathon,2013-09-20,"Rock, Indie, Punk, Heavy Metal, Gothic",Tschuppi's Wonderbar, Luzern
"Salut Salon, Werke von Piazzolla, Saint-Saens, Mussorgski, Falla",2013-09-20,Classic,KKL, Luzern
"Berner Symphonieorchester, Quero Ramón Ortega (Ob), Leitung: Eiji Oue, Werke von Weber, Strauss",2013-09-20,Classic,Kultur-Casino, Bern
Dritte Wahl (D),2013-09-20,"Rock, Indie, Punk, Heavy Metal, Gothic",Gaskessel, Bern
Alabama Jazz Band,2013-09-20,"Jazz, Blues, Soul",Restaurant Al Vigneto, Zürich
"Kammerorchester 65, Markus Lehmann (V), Leitung: Alexandre Clerc",2013-09-20,Classic,Klosterkirche Wettingen, Wettingen
"Ensemble Spektrum, Marisa Waldburger (Org), Marc Bätscher (Klar), Ursula Hächler (Vc), Kiyomi Higaki (Kl), Werke von Witold Lutoslawski, Alban Berg u. a., Texte von Ezra Pound, Franz Kafka",2013-09-20,Classic,Villa Boveri, Baden
"Jazz Circle Höngg Band, Vendredi soir swing, Jimmy & The Rackets, Miriam Dee, Casa Loma Jazz Orchestra",2013-09-20,"Jazz, Blues, Soul",Alumni Lounge, Zürich
"Fabienne Ambühl (p), Easy Jazz mit einer Prise Pop",2013-09-20,"Jazz, Blues, Soul",Hotel Montana, Luzern
"LeAnn Rimes, Flynnville Train, The Time Jumpers, 25 Years, Gretchen Wilson",2013-09-20,"Rock, Indie, Punk, Heavy Metal, Gothic",Festivalzelt Gstaad, Gstaad
Les Frères Souchet,2013-09-19,"Jazz, Blues, Soul",Café Kairo, Bern
Richard Decker (p),2013-09-19,"Jazz, Blues, Soul",Hotel Montana, Luzern
Coprinus,2013-09-19,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar 59, Luzern
"DJs Mo-B, Ruck P, Mike Steez",2013-09-19,"Hip Hop, R'n'B",Coupole (Gaskessel),
DJ Samuel,2013-09-19,"Ragga, Reggae, African Music, Dancehall",Schüür, Luzern
Live: FUK,2013-09-19,"Rock, Indie, Punk, Heavy Metal, Gothic",Tschuppi's Wonderbar, Luzern
"Jucifer, DJ Konserve",2013-09-19,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers, Luzern
"Iaross (F), Nicolas Larossi (voc, cello, g), Colin Vincent (g, p), Germain Lebot (dr, perc)",2013-09-19,"Rock, Indie, Punk, Heavy Metal, Gothic",Theater Stok, Zürich
"Tabea Anderfuhren, Caroline Chevin",2013-09-19,Pop,Kulturkarussell Rössli, Stäfa
Severin Oswald,2013-09-19,Pop,Theater im Burgbachkeller, Zug
"Martin Schaefer (V), Richard Decker (Kl)",2013-09-19,Classic,Hotel Montana, Luzern
"Sinfonieorchester Basel, Leitung: Jamie Phillips, Werke von Strawinsky, Mendelssohn",2013-09-19,Classic,Stadtcasino, Basel
"Berner Symphonieorchester, Leitung: Eiji Oue, Werke von Strauss",2013-09-19,Classic,Kultur-Casino, Bern
"DJ Frank Castro (E), label night",2013-09-18,"Ragga, Reggae, African Music, Dancehall",Cargo Bar, Basel
"DJs Nadia Leonti, Manuel Neubauer",2013-09-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Kuppel, Basel
"DJs Emigrante, Ruben",2013-09-18,"Ragga, Reggae, African Music, Dancehall",Evita Club,
"David Gisler (g), Valentin Dietrich (b), David Meier (dr)",2013-09-18,"Jazz, Blues, Soul",Mehrspur, Zürich
Lucero (USA),2013-09-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo, Zürich
"Raphael Rossé 3 feat. Malcolm Braff, Raphael Rossé (tb, euph), Malcolm Braff (p), Yannick Tinguely (b), Fred Heisler (dr)",2013-09-18,"Jazz, Blues, Soul",The Bird's Eye Jazz Club, Basel
Sid,2013-09-18,"Jazz, Blues, Soul",Ono - Das Kulturlokal, Bern
Kutti MC & Julian Sartorius,2013-09-18,"Hip Hop, R'n'B",Naturhistorisches Museum, Bern
"Golike Sco, Saki Hatzigeorgiou (g), Dave Maeder (b), Rolf Caflisch (dr)",2013-09-18,"Jazz, Blues, Soul",Stickerei,
"DJ Mr. Freeze Harp, Geburtstagsapèro",2013-09-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Tschuppi's Wonderbar, Luzern
Ueli Schmezer's Chinderland,2013-09-18,Pop,Kulturkarussell Rössli, Stäfa
"DJs D-Rock, I-Scratch",2013-09-18,"Hip Hop, R'n'B",Kaufleuten, Zürich
"DJs K.O.S. Crew, Claasilisque Sound",2013-09-18,"Hip Hop, R'n'B",Härterei Club, Zürich
The Flying Eyes (USA),2013-09-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Usine,
Radio Moscow (USA),2013-09-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski, Zürich
Hosted by Mark & Alex Lim,2013-09-17,Pop,Hafenkneipe, Zürich
Klarinettenquartett Clabanos,2013-09-17,Classic,Kirchgemeindehaus Riedli, Aarwangen
"Neue Horizonte Bern, Werke von U.P. Schneider, P. Vögeli (UA), M. Kilchenmann (UA), E. Radermacher (UA), Texte von Franz Josef Czernin",2013-09-15,Classic,Podium NMS, Bern
"Bombino (NIG), Pierre Omer & the Stewarts Garages Conspiracy Crew",2013-09-15,"Jazz, Blues, Soul",Salzhaus, Winterthur
"DJs Copita, Papi Electric",2013-09-15,"Ragga, Reggae, African Music, Dancehall",Kaufleuten, Zürich
Imperial Tiger Orchestra,2013-09-15,"Jazz, Blues, Soul",Turnhalle im Progr, Bern
"Black Yaya (F), Turner Cody (USA)",2013-09-15,Pop,El Lokal, Zürich
Aemtler Jodlerfründe,2013-09-15,Pop,Kloster Kappel, Kappel am Albis
"Festival Strings Lucerne, Jonas Iten (Vc), Leitung: Daniel Dodds, Werke von Mendelssohn, Verdi, Schumann, Wagner, Johann Strauss Sohn, Nachmittagskonzert",2013-09-15,Classic,KKL, Luzern
"Klangfeuer, Andrea Isch (Kl), Heidy Huwiler (Klar), Natalie Holzer (Fag), Werke von Michail Glinka, Gade, George Gershwin, Astor Piazzolla",2013-09-15,Classic,Zunfthaus zur Waag, Zürich
"Amadeus-Chor, Werke von Mozart",2013-09-15,Classic,Kirche zu St. Peter und Paul, Zürich
"DJs Captain Teis, Gro",2013-09-15,"Hip Hop, R'n'B",Kanzlei, Zürich
"DJs DJs Luciano, Pound 500, Crime",2013-09-15,"Hip Hop, R'n'B",Liquid, Bern
"DJs Velvet Two Stripes, Pat",2013-09-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski, Zürich
DJ Juh MC Danger,2013-09-15,"Hip Hop, R'n'B",Latin Palace, Zürich
"DJs Jay Santos (E), Vincz Lee, P4T, D-Skillz, Don Juan, Jeff",2013-09-15,"Hip Hop, R'n'B",Vegas Dance Club, Kriens
Cheer Accident (USA),2013-09-15,Electronic,Restaurant Hirscheneck, Basel
"DJs Colors Family, Chill Pop, Sumo Music",2013-09-15,"Hip Hop, R'n'B",Chat Noir,
"The Hangover Jam Band, DJs Stepaz Sound, Dubversive",2013-09-15,"Hip Hop, R'n'B",Stall 6, Zürich
"DJs Cronic, Reeflex",2013-09-15,"Hip Hop, R'n'B",Envy Zurich, Dübendorf
Luuk (Plattentaufe),2013-09-14,"Hip Hop, R'n'B",Fabriggli, Buchs
Martin Goldenbaum (D),2013-09-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Gleis 13, Reussbühl
"Rival Kings, Träume versus",2013-09-14,Pop,Kellertheater im Vogelsang,
Julian and the most Wanted,2013-09-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Dukes,
Robert Trainor Band,2013-09-14,"Rock, Indie, Punk, Heavy Metal, Gothic",The Classroom,
Patrick Jonsson,2013-09-14,Pop,Nordportal, Baden
"Yilian Canizares (CUB), Yilian Canizares (voc, vl), Jerry Leonide (p), David Brito (b), Cyril Regamey (dr)",2013-09-14,"Jazz, Blues, Soul",Moods, Zürich
"David Braid Sextet, Marc Ullrich (tp), Domenic Landolf (ts, as), Lukas Wyss (tb), David Braid (p), Stephan Kurmann (b), Norbert Pfammatter (dr), auch um 21.45 Uhr",2013-09-14,"Jazz, Blues, Soul",The Bird's Eye Jazz Club, Basel
The Honky Tonk Queen Kim Carson & Band,2013-09-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Gasthaus zum Widder,
"Animals & Friends (GB), Rozbub",2013-09-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Gare de Lion, Wil
"Missstand, Defused, Selbstbedienung",2013-09-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Kleiderfabrik / KuZeB,
DJ Mood Honeymoon,2013-09-14,"Hip Hop, R'n'B",Bar 59, Luzern
"Emilie Zoé, Yellow Teeth, Groom",2013-09-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Fri-Son,
"Kaspar Zehnder (Fl), Werke von Reinecke, Schumann",2013-09-14,Classic,KKThun, Thun
"Konsi Strings Zürich & Mitglieder des Tonhalle-Orchesters Zürich, Sumina Studer (V), Sarah Kuo (V), Shaina Kuo (V), Hani Song (V), Charlotte Wieser (Vc), Benjamin Engeli (KL), Leitung: David Zinman, Philip A. Draganov, Werke von Beethoven, Astor Piazzolla",2013-09-14,Classic,Tonhalle, Zürich
"Musikkollegium Winterthur, Chor Kantorei der Stadtkirche Winterthur, Simone Stock (S), Ursula Eittinger (A), Dieter Wagner (T), Kurt Müller Klusmann (T), Peter Brechbühler (B), Leitung: Christoph Kobelt, Werke von Schubert",2013-09-14,Classic,Stadtkirche, Winterthur
G4 - Die 4 Gitarristen,2013-09-14,Pop,Galerie Hammer, Basel
Chris Maldah,2013-09-14,Pop,Elvis et Moi,
"DJs KER, The Frat Boy",2013-09-14,"Hip Hop, R'n'B",Escherwyss, Zürich
"DJs Freaza, A.S. One",2013-09-14,"Hip Hop, R'n'B",Härterei Club, Zürich
"DJs Acee, Mistah Direct",2013-09-14,"Hip Hop, R'n'B",Trischli Club,
"DJs Aystep, Big Boys",2013-09-14,"Hip Hop, R'n'B",Löschwasserbecken LWB, Baden
"DJs Chronic, Mykel Rozenberg",2013-09-14,"Hip Hop, R'n'B",Terminus, Olten
"DJs Jimmy, Xamo",2013-09-14,"Ragga, Reggae, African Music, Dancehall",Latin Palace, Zürich
"DJs Djanes Süssstoff, Nordlicht, Lilly-Love",2013-09-14,"Hip Hop, R'n'B",Restaurant Hirscheneck, Basel
DJ Zion Gate,2013-09-14,"Hip Hop, R'n'B",Chat Noir,
"Prezident (D), Kamikazes, Sherpa, Mosh Feratu",2013-09-14,"Hip Hop, R'n'B",Tap Tab Musikraum, Schaffhausen
"Orphan Fairytale (BE), WTF Bijou, Indias Indois (BE)",2013-09-14,"Jazz, Blues, Soul",Le Bourg, Lausanne
DJ Samuel,2013-09-14,"Ragga, Reggae, African Music, Dancehall",Schüür, Luzern
"Fishhead (Plattentaufe), The Caroloregians (B), Jar",2013-09-14,"Hip Hop, R'n'B",Grabenhalle,
DJ Scott Soyouz,2013-09-14,"Ragga, Reggae, African Music, Dancehall",Usine,
The Vinzenzos,2013-09-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Gleis 13, Reussbühl
Pablopolar,2013-09-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Hotel Wetterhorn, Hasliberg Hohfluh
Werke von Eric Satie,2013-09-13,Classic,Stadttheater Bern, Bern
Comfort Noise,2013-09-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Hotel Schweizerhof Luzern, Luzern
"Manfred Maurenbrecher (D), Christian Weiss",2013-09-13,Pop,Bogen F, Zürich
The Dana Fuchs Band (USA),2013-09-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Mühle Hunziken, Rubigen
"Swing de Paris, Sophie Lüssi (vl), Felix Brühwiler (g), Claudio Strebel (b), David Beglinger (dr, voc)",2013-09-13,"Jazz, Blues, Soul",Obere Mühle, Dübendorf
"Kenny Garrett Quintet (USA), Kenny Garrett (sax), Vernell Brown (p), Corcoran Holt (b), Rudy Bird (perc), McClenty Hunter (dr), ZKB-Special",2013-09-13,"Jazz, Blues, Soul",Moods, Zürich
"Steamboat Switzerland, Dominik Blum (p), Marino Pliakas (g), Lucas Niggli (dr)",2013-09-13,"Jazz, Blues, Soul",Schlosshof, Altikon
"Max Neissendorfer, Max Neissendorfer (voc, p), Michel Poffet (b), David Elias (dr)",2013-09-13,"Jazz, Blues, Soul",Salzhaus Brugg,
"Philharmonia Orchestra, Philharmonischer Chor der Stadt Bonn e. V., Paul Groves (T), Christianne Stotijn (Mezzo-S), Gerald Finley (Bassbar), Leitung: Esa-Pekka Salonen, Werke von Berlioz, Sinfoniekonzert 25",2013-09-13,Classic,KKL, Luzern
"Paul Lewis (Kl), Leitung: Otto Tausk, Werke von Schnyder, Beethoven, Brahm",2013-09-13,Classic,Tonhalle,
"Elvis Jackson (SLO), The Goodbye Johnnys",2013-09-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo, Zürich
"Quarteto Descobertas, Roney Marczak (V), Murilo Barbosa (Kl), Filipe Barthem (b), Duda de Souza (Perk)",2013-09-13,Classic,Yehudi Menuhin Forum Bern, Bern
Halbfinal,2013-09-13,Classic,Musik-Akademie Basel, Basel
Werke von Eric Satie,2013-09-12,Classic,Stadttheater Bern, Bern
From Kid,2013-09-12,Pop,La Catrina, Zürich
Richard Decker (p),2013-09-12,"Jazz, Blues, Soul",Hotel Montana, Luzern
"Gary Berger (electr), Julien Mégroz (dr), Karolina Öhman (vc), Mats Scheidegger (g)",2013-09-12,Classic,Mehrspur, Zürich
"To Kill a King (GB), support: Abu",2013-09-12,"Rock, Indie, Punk, Heavy Metal, Gothic",Ono - Das Kulturlokal, Bern
"John Lyons Band, John Lyons (g, voc), Gabriel Spahni (b), (voc), Simon Britschgi (dr), Matt Savnik (p)",2013-09-12,"Jazz, Blues, Soul",Bücheler-Hus, Kloten
Patrick Bianco's Cannonsoul feat. Andy McKee,2013-09-12,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
Rage & Lingua Mortis Orchestra (D),2013-09-12,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7, Pratteln
"Fabien Sevilla, Kòans - Contrebasse Solo",2013-09-11,"Jazz, Blues, Soul",Ono - Das Kulturlokal, Bern
Eli Keszler (US),2013-09-11,"Jazz, Blues, Soul",Fri-Son,
"Florian Hoelscher (Kl), Antonio Baldassarre (Moderation), Werke von Ernst Krenek, 40min 11",2013-09-11,Classic,KKL, Luzern
"Violinklasse Hyunjong Reents-Kang, Musikschule Basel",2013-09-11,Classic,Musik-Akademie Basel, Basel
"Arion-Quintett, Werke von Mozart, Onslow, Paul Hindemith, Malcolm Arnold",2013-09-11,Classic,Predigerkirche, Basel
Mark Tenger (p),2013-09-11,"Hip Hop, R'n'B",Hotel Montana, Luzern
"Haavisto-Kähärä-Pekkala (FIN), Susanna Haavisto (voc), Anna-Mari Kähärä (p), Lea Pekkala (cello)",2013-09-10,"Jazz, Blues, Soul",Hey City of Music, Zürich
Mit dem singenden Anwalt Patrick Greiner,2013-09-10,Pop,Hotel Montana, Luzern
"Andy Boller (p, voc)",2013-09-09,"Jazz, Blues, Soul",Tank Bar Grill, Zürich
"Lucerne Festival Academy Orchestra, SWR Vokalensemble, Yeree Suh (S), Attila Fekete (T), Leitung: Pablo Heras-Casado, Pierre Boulez, Werke von Anton Webern, Alban Berg, Luciano Berio, Igor Strawinsky, Béla Bartók, Sinfoniekonzert 21, 18.30 Uhr Einführung mit Pierre Boulez und Roland Wächter",2013-09-09,Classic,KKL, Luzern
"Eben Trio, Terezie Fialóvá (Kl), Roman Patocka (V), Markéta Kubínová (Vc)",2013-09-09,Classic,Château de Chillon, Veytaux
Aad Hollander Trio From Hell,2013-09-09,Pop,Helsinki, Zürich
Werke von Eric Satie,2013-09-08,Classic,Stadttheater Bern, Bern
Braids (CAN),2013-09-08,Pop,Bad Bonn, Düdingen
"DJs Copita, Papi Electric",2013-09-08,"Ragga, Reggae, African Music, Dancehall",Kaufleuten, Zürich
"Arif Erdebil (Ges, Ney, Perk), Ismail Hakki Ersel (Tanbur, Rebab, Ney), Veysi Atli (Ney)",2013-09-08,Classic,BauArt Basel, Basel
"Sarastro Quartett, Werke von Bartholdy, Paul Juon",2013-09-08,Classic,Museum Schloss Kyburg, Kyburg
"Kammerorchester Allschwil, Leitung: Christina Schwob, Werke von Cimarosa, Cherubini, Hindemith, Schostakowitsch, Beethoven u. a.",2013-09-08,Classic,Kirche St. Theresia, Allschwil
"Frank Peter Zimmermann (V), Enrico Pace (Kl), Werke von Bach",2013-09-08,Classic,KKThun, Thun
"Andrej Bielow (V), Adrian Brendel (Vc), Kit Armstrong (Kl), Werke von Haydn, Ravel, Bach, Beethoven",2013-09-08,Classic,Künstlerhaus Boswil / Alte Kirche, Boswil
"Berner Symphonieorchester, Familienkonzert",2013-09-08,Classic,Yehudi Menuhin Forum Bern, Bern
"Beat & Box, Gion Stump & the Lighthouse Project, Goodnight Circus, Dr. Walter B. Grünspan, Stiller Has",2013-09-08,Pop,Frauenbad Drei Weihern,
"Budapest Festival Orchestra, Chor des Bayerischen Rundfunks, Leitung: Iván Fischer, Werke von Béla Bartók, Dvoák, Sinfoniekonzert 19",2013-09-08,Classic,KKL, Luzern
"Markus Bischof Trio, Markus Bischof (p), Dietmar Kirchner (b), Andreas Wettstein (dr), Michael Neff (tp)",2013-09-08,"Jazz, Blues, Soul",Lokremise,
Zigerhorns,2013-09-08,"Jazz, Blues, Soul",Strandbad Seefeld Lachen,
"DJs Herr Wempe, Carlo Cannone, live: Infantrie (Plattentaufe)",2013-09-08,"Hip Hop, R'n'B",Kraftfeld, Winterthur
"DJs Steve Supreme, Jenas Fox, ab 21 Jahren",2013-09-08,"Hip Hop, R'n'B",Jade Club, Zürich
DJ Broadcast,2013-09-08,"Hip Hop, R'n'B",Suite, Luzern
"DJs Mata Mosca, Fiks, Luciano, Kellerkind, Felipe Puertes, ab 20 Jahren",2013-09-08,"Hip Hop, R'n'B",Eleven Club, Solothurn
DJ Murphy,2013-09-08,"Hip Hop, R'n'B",Bar 59, Luzern
Ab 23 Jahren,2013-09-08,"Hip Hop, R'n'B",Bar Rouge, Basel
"DJs Djacobb, Sleets, Curl, strictly black music",2013-09-08,"Hip Hop, R'n'B",Pravda, Luzern
"DJs J. Kaliim, Miss Terious",2013-09-08,"Hip Hop, R'n'B",Aubrey, Zürich
Werke von Eric Satie,2013-09-07,Classic,Stadttheater Bern, Bern
"Flourish, Plattentaufe",2013-09-07,Pop,Bad Bonn, Düdingen
"DJs R-Suda, King Abi, Lil S, live: El Mayoral (I), Murfi",2013-09-07,"Ragga, Reggae, African Music, Dancehall",Barrio Loco, Jona
Es brennt - Was tun ?,2013-09-07,Pop,Binniger-Pub, Binningen
"Manillio & Band, Tafs, Milchmaa, Fratelli B, HTC",2013-09-07,"Hip Hop, R'n'B",KiFF, Aarau
Slither,2013-09-07,"Rock, Indie, Punk, Heavy Metal, Gothic",Jack Rabbit's, Wallisellen
Settore Giada,2013-09-07,"Rock, Indie, Punk, Heavy Metal, Gothic",Elchclub Switzerland, Ostermundigen
"Camerata Bern, Werke von A. Zimmerlin, J.-S. Abdelmoula, W. Blank, J.-L. Darbellay, G. Brunner, D. Ph. Hefti, D. Glaus u.a.",2013-09-07,Classic,Dampfzentrale, Bern
Flemming Borby & Le Thanh,2013-09-07,Pop,Ono - Das Kulturlokal, Bern
"So Snodergovs, Pertness, Angry Bastards, Impact",2013-09-07,"Rock, Indie, Punk, Heavy Metal, Gothic",MZH, Gipf-Oberfrick
"Reformierter Kirchenchor Höngg, Sinfonietta Höngg, Franziska Wigger (S), Alexandra Forster (A), Daniel Leo Meier (T), Christian Marthaler (B), Leitung: Peter Aregger, Werke von Mendelssohn, Diabelli",2013-09-07,Classic,Ref. Kirche Höngg, Zürich
"Phumaso & Smack, Lxcellent & Scharlatan, Justerini & Brooks, Ruff, Alice im Wundergrund, DJ Ernesto",2013-09-07,"Hip Hop, R'n'B",MZH Altrüti,
"Vokalensemble Cantemus, Johanna Kunz (Kb), Leitung: Judith Flury, Werke von Pearsall, John Rutter, Michael Schneider",2013-09-07,Classic,Künstlerhaus Boswil / Alte Kirche, Boswil
Akkordeon-Orchester Binningen-Bottmingen,2013-09-07,Pop,Burggartenschulhaus, Bottmingen
"N.Y.Cole, Johnny Trouble (D), South Mountain (CAN)",2013-09-07,"Rock, Indie, Punk, Heavy Metal, Gothic",Festhalle, Schwarzsee
Christian Mettler (p),2013-09-07,Pop,Hotel Montana, Luzern
"Miriam Wettstein (Mezzo-S), Mikhail Sporov (Kl), Werke von Schumann, Chopin, Dvorak u. a., mit Apéro, gestiftet vom Vorstand des Fördervereins Concerts Aurore Basel",2013-09-07,Classic,Wildt'sches Haus, Basel
"Endo Anaconda & Schifer Schafer, Kellerkind, Kutti MC, DJs Pablo Einzig, Go Ape, Rollo Tomasi",2013-09-07,Pop,Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich
"Farlow, Becky Lee And Drunkfoot, The Shit",2013-09-07,Pop,Erismannhof, Zürich
"Petra Stump, Heinz-Peter Stump-Linshalm, Serge Vuille, Werke von Magnus Lindberg, Franco Donatoni, Gunter Schneider, Arturo Corrales, Preisträgerkonzert des Concours Nicati",2013-09-07,Classic,Konservatorium für Musik Bern, Bern
"Shakra, Dada Ante Portas, Fools Garden u. a.",2013-09-07,Pop,Meienägger Areal,
"Konsi Strings, Leitung: Philip A. Draganov, Werke von Beethoven, Astor Piazolla",2013-09-07,Classic,MKZ - Musikschule Konservatorium Zürich, Zürich
"DJs Crystal Q (Tai), Tony Davis, T-Shot, D Law",2013-09-07,"Hip Hop, R'n'B",Hiltl Club, Zürich
"DJs Whisker, Joel Larocka, Friends",2013-09-07,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski, Zürich
"DJs I-Scratch, Kay Cut, MC Jay Jr",2013-09-07,"Hip Hop, R'n'B",Escherwyss, Zürich
"DJs Jair, Tierrez, Flowtec",2013-09-07,"Hip Hop, R'n'B",Liquid, Bern
"Sicknote (GB), DJs Geert van der Wiet (D), P. Bell",2013-09-07,Electronic,Komplex 457, Zürich
Mit Livemusik,2013-09-07,"Ragga, Reggae, African Music, Dancehall",El Social, Zürich
DJ Irie Shottaz,2013-09-06,"Hip Hop, R'n'B",Cargo Bar, Basel
Emilie Autumn (USA),2013-09-06,"Rock, Indie, Punk, Heavy Metal, Gothic",KiFF, Aarau
"DJ Troja, live: DC/AC",2013-09-06,"Rock, Indie, Punk, Heavy Metal, Gothic",Schlagertempel, Kirchberg
Portulak,2013-09-06,Pop,Freaky p, Hauptwil
Silver Blue,2013-09-06,Pop,Baronessa, Lenzburg
Les Reines prochaines,2013-09-06,Pop,Kunsthalle Palazzo, Liestal
"Feya Faku Johannisburg Quintet (ZA), Feya Faku (tp, flh), Domenic Landolf (ts, cl), Christoph Stiefel (p), Stephan Kurmann (b), Lukas Bitterlin (dr)",2013-09-06,"Jazz, Blues, Soul",Kultur Cinema, Arbon
"Frey-Labhart-Potaux-Razel, Peter K Frey (b), Jonas Labhart (sax), David Potaux-Razel (g)",2013-09-06,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik, Zürich
Polo Hofer,2013-09-06,Pop,Landgasthof Lueg, Kaltacker
DJ Bobesch,2013-09-06,"Hip Hop, R'n'B",Bagatelle §93, Zürich
Caladmor (Plattentaufe),2013-09-06,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo, Zürich
DJ Zasou,2013-09-06,"Hip Hop, R'n'B",Madeleine, Luzern
DJ Jones,2013-09-06,"Hip Hop, R'n'B",Madeleine, Luzern
"Seven, Anna Rossinelli, Carrousel",2013-09-06,Pop,Schlosswiese, Greifensee
"Aarauer Turmbläser, Thomas Bosshard (Fanfare, Trp, Pos), Peter Roschi (Fanfare, Trp, Pos), Max Sidler (Fanfare, Trp, Pos), Daniel Berner (Fanfare, Trp, Pos), Werke von Thomas Bosshard, Bernhard Hörler u. a.",2013-09-06,Classic,Kath. Kirche St. Agatha, Dietikon
"IAM (F),Tryo (F), Groundation (USA), Superbus (F), Stuck in the Sound (F), Sims, DJ Yuksek (F)",2013-09-06,Pop,Place des fêtes, Le Noirmont
"Lucerne Festival Academy Orchestra, Carolin Widmann (V),, Leitung: Pablo Heras-Casado, Werke von Dieter Ammann, 40min 9",2013-09-06,Classic,KKL, Luzern
"DJs Jesaya, Silten Rabbit, Disko",2013-09-06,"Hip Hop, R'n'B",Salzhaus, Winterthur
"Skinny Jim Tennesse, The Houndogs",2013-09-06,"Rock, Indie, Punk, Heavy Metal, Gothic",Elvis et Moi,
Katharina Busch,2013-09-06,Pop,Restaurant Commihalle, Zürich
"DJs Sonik, Inderrock, Cocoon",2013-09-06,"Rock, Indie, Punk, Heavy Metal, Gothic",Gonzo, Zürich
Werke von Eric Satie,2013-09-05,Classic,Stadttheater Bern, Bern
Evelyn Cornejo (CHI),2013-09-05,Pop,La Catrina, Zürich
Richard Decker (p),2013-09-05,"Jazz, Blues, Soul",Hotel Montana, Luzern
"DJs Dub Spencer, Trance Hill",2013-09-05,"Hip Hop, R'n'B",Schüür, Luzern
"Scred Connexion (F), support: Lord RC & Haut-Antik",2013-09-05,"Hip Hop, R'n'B",D! Club, Lausanne
J.J Flück,2013-09-05,"Hip Hop, R'n'B",Reitschule, Bern
Stiller Has,2013-09-05,Pop,Landgasthof Lueg, Kaltacker
"Bert Horvath, Michael Pache, Francisco Serrano, André Meier und Sascha Wisskirchen präsentieren eine musikalische Zeitreise",2013-09-05,Pop,Bücheler-Hus, Kloten
Kapelle Kessler,2013-09-05,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
Day & Taxi,2013-09-05,"Jazz, Blues, Soul",Kunst Halle Sankt Gallen,
"Tacchi alti, Barbara Bossert (Fl), Uli Poschner (V), Hannes Bärtschi (Va), Chris Jepson (Vc), Werke von Jean Cras, Jacques Ibert, Claude Debussy, Edward Elgar",2013-09-05,Classic,Ono - Das Kulturlokal, Bern
"Dirty Sound Magnet, Black Widow Project",2013-09-05,Pop,Restaurant Schützen, Münchenstein
Jazz Circle Höngg,2013-09-05,"Jazz, Blues, Soul",Restaurant Grünwald, Zürich
"Royal Philharmonic Orchestra London, Kirill Gerstein (Kl),, Leitung: Charles Dutoit, Werke von Moussorgski, Rachmaninov, Stravinski",2013-09-05,Classic,Montreux Music & Convention Centre, Montreux
Werke von Wael Sami Elkholy,2013-09-05,Classic,Dampfzentrale, Bern
"Sôber, This Misery Garden, The Black Widow's Project, Kess'khtak, Ardiente Café, Danila, Wardhill, M.Fallan, Darkine",2013-09-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Usine,
