Artist,Date,Genre,Venue,City
"Gilles Vonsattel (Kl), Werke von Saint-Saëns, Beethoven, Liszt, Iannis Xenakis, Frederic Rzewski, Debut 5",2013-09-05,Classic,Grand Casino Luzern, Luzern
Black Earth Band,2013-09-04,Pop,Restaurant Falcone, Zürich
"Pablo Nouvelle, DJ MTDF",2013-09-04,Pop,Zukunft, Zürich
DJ Theo,2013-09-04,"Ragga, Reggae, African Music, Dancehall",Madeleine, Luzern
"Be Gabriel, tribute to Peter Gabriel",2013-09-04,Pop,Music Bar Galery, Pratteln
Marlon Roudette (GB),2013-09-04,Pop,Grand Casino Basel, Basel
"Walter's Groove Yard, Walter Jauslin (p), Giorgos Antoniou (b), Michi Wipf (dr)",2013-09-04,"Jazz, Blues, Soul",The Bird's Eye Jazz Club, Basel
"Berner Symphonieorchester, Miriam Clark (S), Yvonne Naef (A), Uwe Stickert (T), Robin Adams (B), Leitung: Mario Venzago, Werke von Vincent de Roguin, Beethoven, Daniel Glaus u. a.",2013-09-04,Classic,Berner Münster, Bern
Cheng Zhang (Kl),2013-09-04,Classic,Château de Chillon, Veytaux
"Musikkollegium Winterthur, Chor Ensemble Corund, Lisa Larsson (S), Malin Hartelius (S), Jörg Dürmüller (T), Leitung: Douglas Boyd, Werke von Brahms, Mendelssohn",2013-09-04,Classic,Stadtkirche, Winterthur
"Lisa Hasler, Florian Möbes",2013-09-04,"Jazz, Blues, Soul",HKB - Musik, Bern
"Maria Laschinger (Mezzo-S), Ioana Illie (Kl), Mittagskonzert, Musikschule Basel",2013-09-04,Classic,Musik-Akademie Haus Kleinbasel, Basel
"Oldseed (CAN), Gus MacGregor",2013-09-03,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaufleuten, Zürich
DJ Janosch,2013-09-02,"Ragga, Reggae, African Music, Dancehall",Firehouse, Weinfelden
"The Andreas Baer Trio Plus One, Andreas Baer (p, voc), Reimund Gerstner (b), Ueli Müller (dr), Wege Wüthrich (sax)",2013-09-02,"Jazz, Blues, Soul",Cantinetta Bindella, Solothurn
"Bamberger Symphoniker, Bayerische Staatsphilharmonie, Leitung: Jonathan Nott, Werke von Wagner, Sinfoniekonzert 13 - Ring 3, 16.15 Uhr Einführung mit Susanne Stähr",2013-09-02,Classic,KKL, Luzern
"Raul Midon (USA), einziges Konzert in der Deutschschweiz",2013-09-01,Pop,Salzhaus Brugg,
"DJs Anouk Amok, Madame Léa, N. Cole",2013-09-01,"Ragga, Reggae, African Music, Dancehall",Härterei Club, Zürich
"Brigitte Hool (S), Nathalie Mittelbach (Mezzo-S), Christian Baumgärtel (T) u. a., Werke von Mozart, Oper in zwei Akten KV 588, Text von Lorenzo da Ponte, halbszenische Aufführung",2013-09-01,Classic,Schlosshof, Murten
"Ars Vocalis, Suono Spirito, Leitung: Claudio Danuser, Marco Castellini, Meisterkurs Paul Phoenix",2013-09-01,Classic,Künstlerhaus Boswil / Alte Kirche, Boswil
Ensemble Vivo,2013-09-01,Pop,Ono - Das Kulturlokal, Bern
"Leitung: Roumen Kroumov (Kl), Regie: Margrith Gimmel, Kinder- und Familienkonzert",2013-09-01,Classic,Festivalzelt Gstaad, Gstaad
Kim Lenz and her Jaguars (USA),2013-09-01,"Rock, Indie, Punk, Heavy Metal, Gothic",Jack Rabbit's, Wallisellen
"Musiker des ZKO, Purzel-Konzert mit Erzählerin Renata Blum, inkl. Sirup und Znüni, ab 3-5 Jahre, auch um 14 Uhr",2013-09-01,Classic,ZKO-Haus, Zürich
"George Ricci (sax), Dominik Schürmann (b)",2013-09-01,"Jazz, Blues, Soul",Mühlestall Allschwil, Allschwil
"DJ Papi Electric, ab 20 Jahren",2013-09-01,"Hip Hop, R'n'B",Plaza Zürich, Zürich
"DJs K-Rim, K-Risma, Mat, ab 21 Jahren, hosted by MC D Law",2013-09-01,"Hip Hop, R'n'B",Mascotte, Zürich
DJ L-Cut,2013-09-01,"Hip Hop, R'n'B",Propeller-Bar, Bern
"DJs F.A.B., Ray Douglas, hosted by Showtime",2013-09-01,"Hip Hop, R'n'B",Grand Casino Luzern, Luzern
Soul Rebel Sound,2013-09-01,"Hip Hop, R'n'B",ISC Club, Bern
Knuts Koffer,2013-08-31,"Hip Hop, R'n'B",Gewerbehalle, Luzern
"Back Lash, Andrew Robinson (voc), Kriz Flew Flueler (tp, flh), Steffen Arpagaus (ts), Berni Ryter (tb), Roby Grausberg (key, voc), Anisa Djojoatmodjo (g), Manu Römer (dr)",2013-08-31,"Hip Hop, R'n'B",The Classroom,
Pams' State,2013-08-31,"Rock, Indie, Punk, Heavy Metal, Gothic",Théâtre La Fourmi, Luzern
"The Es, Wet Moss, Endeavour Jones",2013-08-31,Pop,Bad Bonn, Düdingen
"Canzoniere Grecanico Salentino (I), mit Live-Audiodeskription",2013-08-31,Pop,Landiwiese, Zürich
"DJ Steven Sanders, ab 28 Jahren",2013-08-31,"Rock, Indie, Punk, Heavy Metal, Gothic",Floor, Kloten
Dixie Dicks,2013-08-31,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Schützen, Münchenstein
Rick Estrin & The Nightcats (USA),2013-08-31,"Jazz, Blues, Soul",Volkshaus Basel, Basel
"City of Birmingham Symphony Orchestra, Kristine Opolais (S), Leitung: Andris Nelsons, Werke von Verdi, Tschaikowski, Beethoven",2013-08-31,Classic,Festivalzelt Gstaad, Gstaad
"Hirundo Maris, Arianna Savall (Ges, Harfe), Petter Udland Johansen (Gesang, Mand, Hardingfele), Leitung: Arianna Savall, Petter Udland Johansen",2013-08-31,Classic,Schloss Thun, Thun
"Brigitte Hool (S), Nathalie Mittelbach (Mezzo-S), Christian Baumgärtel (T) u. a., Werke von Mozart, Oper in zwei Akten KV 588, Text von Lorenzo da Ponte, halbszenische Aufführung",2013-08-31,Classic,Schlosshof, Murten
"James Blake (GB), Ebony Bones (GB), Jessie Ware (GB), Evelinn Trouble, Wolfman",2013-08-31,Electronic,Festivalgelände, Rümlang
"Clair-obscur Saxophonquartett, Samuel Zumbühl (Erzähler), Werke von Bohuslav Martin, Sitzkissenkonzert, ab 4 bis 7 Jahre",2013-08-31,Classic,Festsaal Maskenliebhaber, Luzern
Evelinn Trouble,2013-08-31,"Jazz, Blues, Soul",Festgelände, Willisau
DJ Mo-B,2013-08-31,"Hip Hop, R'n'B",Duo Club,
"Kaltehand & Natasha Waters, Flieder, D.A.R.I.O., Froggy Lefrog, DJs Pa-Tee, E.S.I.K.",2013-08-31,Pop,Grabenhalle,
"Jack Quartet, Lounge 2",2013-08-31,Classic,Bourbaki Kino/Bar/Bistro, Luzern
DJs The Jachini Brothers,2013-08-31,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar Wohnzimmer Les Amis, Bern
Aldona (PL),2013-08-30,Pop,Landiwiese, Zürich
King Pepe & Le Rex,2013-08-30,"Jazz, Blues, Soul",Landiwiese, Zürich
"Miss Chain and the Broken Heels, Peng Peng",2013-08-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Altes Wasserwerk Lörrach,
DJ Rockoholic,2013-08-30,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers, Luzern
"Spark, Stefan Glaus (V), Andrea Ritter (Fl), Koschitzki (Fl), Victor Plumettaz (Vc)",2013-08-30,Classic,Alter Gemeindesaal Lenzburg, Lenzburg
"Huelgas Ensemble, Paul Van Nevel, Werke von Di Lasso, Jacobus Gallus, Le Jeune",2013-08-30,Classic,Martinskirche, Basel
"Trio Arsis, Maria Seeger (V), Delaja Mösinger (Va), Cristina Janett (Vc), Werke von Beethoven, Schmelzer, Webern u. a.",2013-08-30,Classic,Stiftung Mühlehalde, Zürich
"Ensemble TaG, M. Szczepkowski (V), E. Rütsche (Vc), A.-K. Graf (Fl), Heinrich Mätzener (Klar), S. Keller (Kl), M. Flüge (Schlagz), S. Vadimova (Mezzo-S), Leitung: Laurent Cuniot, Werke von Christian Henking, Thüring Bräm, Edisson Denissow u. a.",2013-08-30,Classic,Kulturatelier, Zürich
"Joel Graf Orchester, Jonathan Maag",2013-08-30,"Jazz, Blues, Soul",HKB - Musik, Bern
"Me and the Rest, Back'n'Black, Shades of Purple",2013-08-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Bauernhof Messerli,
"DJs Aystep, Sensation, ab 21 Jahren, visuals by Motionlab, hosted by MC D Law",2013-08-30,"Hip Hop, R'n'B",Mascotte, Zürich
"DJs Soda Club, Carlo Cannone",2013-08-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Gonzo, Zürich
"Duo Vibrolino, Anna Sebestyen (vl), Erich Fischer (vib)",2013-08-29,"Jazz, Blues, Soul",Prima Vista, Baden
City of Birmingham Symphony Orchestra,2013-08-29,Classic,Chiesa di San Francesco, Locarno
DJ Volcano,2013-08-29,"Ragga, Reggae, African Music, Dancehall",Vinothek Thun, Thun
"Josh, Kilian Ziegler, Chrisi Ray and the New Corner Big Band",2013-08-29,"Rock, Indie, Punk, Heavy Metal, Gothic",The Classroom,
The Slow Show,2013-08-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Amboss Rampe, Zürich
"Quartett Bucher-Sommer-Friedli-Aeby, Michael Bucher (g, acc), Patrick Sommer (b), Tobias Friedli (dr), Stefan Aeby (p)",2013-08-28,"Jazz, Blues, Soul",Eisenwerk, Frauenfeld
"Profeti della Quinta, Elam Rotem, Werke von Marenzio, De Rore, Monteverdi, Gesualdo",2013-08-28,Classic,Martinskirche, Basel
"Orchestre de l'Opéra de Rouen, Bruno Schneider (Hr), Leitung: Luciano Acocella, Werke von Mozart, Haydn",2013-08-28,Classic,Schlosshof, Murten
"The Earle his Viols, Randall Cook, David Blunden, Virginal, Werke von Tye, Ferrabosco II, u. a., Avantgardismus in der englischen Consort- und Virginalmusik",2013-08-28,Classic,Peterskirche, Basel
Leo-Band,2013-08-27,Pop,Erlenmatt Ost, Basel
"Simon Standage (V), Friederike Chylek (Kb), Werke von Geminiani, Castrucci, Veracini, Scarlatti u. a.",2013-08-27,Classic,Kirche Heilig Kreuz, Binningen
"Maximilian Hornung (Vc), Benjamin Engeli (Kl),, Werke von Beethoven, Anton Webern, Schumann, Richard Strauss, Debut 2",2013-08-27,Classic,Lukaskirche Luzern, Luzern
"Giovanni Cantarini, Baptiste Romain, Brigitte Gasser, Julian Behr",2013-08-27,Classic,Peterskirche, Basel
John Malkovich & Wiener Akademie,2013-08-26,Classic,Luna,
"Nik Bärtsch's Ronin, Bernhard Wagner",2013-08-26,"Jazz, Blues, Soul",Exil, Zürich
Erdpol,2013-08-26,Pop,Bar Wohnzimmer Les Amis, Bern
"Mirjamschola, Monique Baumann (Fl), Daniel Rüegg (Org), Leitung: Mirjam Föllmi, gregorianische Choräle und Lieder von Hildegard von Bingen",2013-08-25,Classic,Kloster Kappel, Kappel am Albis
"Sportfreunde Stiller (D), Casper (D), Royal Republic (SWE)",2013-08-25,"Rock, Indie, Punk, Heavy Metal, Gothic",Steinberggasse, Winterthur
"Cappella Istropolitana, Elodie Kimmel (S), Maria Riccarda Wesseling (A), Jörg Ulrich Busch (Org, Cemb), Leitung: Kaspar Zehnder, Werke von Bach, Corelli, Pergolesi",2013-08-25,Classic,Deutsche Kirche, Murten
"Chor und Orchester des Collegium Musicum Luzern, Luzerner Kantorei, Leitung: Pascal Mayer, Werke von Puccini, Festgottesdienst",2013-08-25,Classic,Jesuitenkirche Luzern, Luzern
"Les Arts Florissants, Amel Brahim-Djelloul (S), Christopher Ainslie (Counter-T), Leitung: Jonathan Cohen",2013-08-25,Classic,Stadtkirche, Thun
"Ensemble der Wiener Philharmoniker, Werke von Beethoven, Andreae, Mozart, Jubiläumstag",2013-08-25,Classic,KKL, Luzern
"Chormusik zum Mitsingen mit Howard Arman, von Schweizer Volksliedern bis zu Richard Wagner, Jubiläumstag",2013-08-25,Classic,KKL, Luzern
"Hornisten der Berliner Philharmoniker, Mit vier Hörnern um die Welt, Jubiläumstag",2013-08-25,Classic,KKL, Luzern
"Dai Komoto & Swing Kids, junge Talente der Musikschule Unterrheintal",2013-08-25,"Jazz, Blues, Soul",Kinotheater Madlen, Heerbrugg
"DJs Mike Steez, Sharon, Irresponsible, Bazooka, ab 22 Jahren",2013-08-25,"Hip Hop, R'n'B",Plaza Zürich, Zürich
"DJs Bazooka, Cutzilla, At-Aki, live: Loco Escrito",2013-08-25,"Hip Hop, R'n'B",Bar 59, Luzern
DJ Bowser,2013-08-25,"Hip Hop, R'n'B",Propeller-Bar, Bern
Shangaan (ZA),2013-08-25,Electronic,Landiwiese, Zürich
"DJs Johnny Roxx, Prince Boogie, 2-Takt",2013-08-25,"Rock, Indie, Punk, Heavy Metal, Gothic",Blok Club, Zürich
DJ Lucio Ragazzone,2013-08-25,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar Wohnzimmer Les Amis, Bern
DJ Dick Roxx,2013-08-24,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers, Luzern
"Gemelli Diversi (I), DJ P-Rocco, MC Doti",2013-08-24,Pop,Villa Wahnsinn,
"Tanzduo Il Ballarino, Musica Fiorita, Daniela Dolci, Tanz und Tanzmusik aus Italien und Frankreich",2013-08-24,Classic,Martinskirche, Basel
"Caroline Chevin, Noan",2013-08-24,Pop,Hotel Restaurant Alpenblick, Weggis
"Russian National Orchestra, Juan Diego Flórez (T), Leitung: Mikhail Pletnev, Werke von Glasunow, Donizetti, Verdi u. a.",2013-08-24,Classic,Festivalzelt Gstaad, Gstaad
"Helge Slaatto (V), Frank Reinecke (Kb), Werke von Wolfgang von Schweinitz, Revolution Kammermusik 4",2013-08-24,Classic,Lukaskirche Luzern, Luzern
"Quatuor Diotima, Werke von Pierre Boulez, Revolution Kammermusik 3",2013-08-24,Classic,Lukaskirche Luzern, Luzern
"Steff la Cheffe, C.mEE, The Rubbernecks, Finale bandXsz, GrooveCircle.ch",2013-08-24,Pop,Seeanlage Pfäffikon SZ,
"Rotfront (D), Carrousel, Intergalactical Choir, DJ Lance Vegas",2013-08-24,"Hip Hop, R'n'B",Röntgenplatz, Zürich
"Soundsystems Buju Gambis & Simba Marara, Big Mama Sound (D)",2013-08-24,"Hip Hop, R'n'B",Alte Kaserne, Zürich
"DJs Lounge Lizard, Malcolm Spector",2013-08-24,"Rock, Indie, Punk, Heavy Metal, Gothic",Kraftfeld, Winterthur
DJ Wiz,2013-08-24,"Hip Hop, R'n'B",Duo Club,
"Mivos Quartet, Sam Pluta (Elektr), Lounge 1",2013-08-24,Classic,Bourbaki Kino/Bar/Bistro, Luzern
"Backwash, DJ Joey Roxx",2013-08-23,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers, Luzern
"Kingfisher, Sommer-Programm",2013-08-23,Pop,Esse Musicbar, Winterthur
Don P. & The Blue Jags,2013-08-23,"Jazz, Blues, Soul",Tschuppi's Wonderbar, Luzern
"Sinfonie Orchester Biel, Giovanni Bellucci (Kl), Leitung: Kaspar Zehnder, Werke von Beethoven, Brahms",2013-08-23,Classic,Schlosshof, Murten
"Traumspiel, Rebekka Ott (Harfe), Christoph Zimmerli (Fl)",2013-08-23,Classic,Kloster Kappel, Kappel am Albis
"Jack Quartet, Werke von Georg Friedrich Haas, Iannis Xenakis, Dufay, Helmut Lachenmann, Revolution Kammermusik 1",2013-08-23,Classic,Lukaskirche Luzern, Luzern
Blues Corner,2013-08-23,"Jazz, Blues, Soul",Ono - Das Kulturlokal, Bern
"When They Wake, Huge Puppies, Tax Collector",2013-08-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Openair Plage Salavaux, Salavaux
"Müslüm, Red Bandana, Mileway, DJ Mäse",2013-08-23,Pop,Seeanlage Pfäffikon SZ,
"DJ Hasu, ab 18 Jahren",2013-08-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Albani Music Club, Winterthur
Mcd,2013-08-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Pitschna Scena, Pontresina
DJ Kid Soul,2013-08-23,"Hip Hop, R'n'B",Bar 59, Luzern
Vanden Plas (D),2013-08-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Grand Casino Basel, Basel
"Lost Score (GB), DJs Punchcutter, Will Ward, visuals by Ella McCartney",2013-08-22,"Jazz, Blues, Soul",Cabaret Voltaire, Zürich
DJ Volcano,2013-08-22,"Ragga, Reggae, African Music, Dancehall",Vinothek Thun, Thun
Nyna Cantieni,2013-08-22,"Hip Hop, R'n'B",Werkstatt, Chur
"Patent Ochsner, Hecht, Sandrarippstein",2013-08-22,Pop,Rathausplatz, Glarus
"Tomahawk (USA), Rangleklods (DK)",2013-08-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Ch. du Stand 5, Pully
"Madball (USA), Vale Tudo",2013-08-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Sommercasino, Basel
The Soft Moon (USA),2013-08-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski, Zürich
"Two Fingers (BRA), DJ-Set",2013-08-21,Electronic,Usine,
DJ Soda Club,2013-08-21,Electronic,Bar 3000, Zürich
"Sonic Drain, Leading Zeroes, Benjamin Hacker (g, voc), Marc Osterwalder (g), Dmitri Karpovich (dr), Timo Klingler (b) Danilo Biella (voc, g) u. a.",2013-08-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Hey City of Music, Zürich
"Olivier Cavé (Kl), Werke von Pistoia, Clementi, Bach u. a.",2013-08-21,Classic,Kirche Lauenen,
"Festival Strings Lucerne, Daniel Dodds (V), , Daniel Hope (V), , Max Richter (Synth), Leitung: Daniel Dodds, Werke von Grieg, Vivaldi, Arvo Pärt, Ensemblekonzert",2013-08-21,Classic,KKL, Luzern
"Schtärneföifi, Bruno der Briefträger",2013-08-21,Pop,Steinberggasse, Winterthur
"Lucerne Festival Academy Orchestra, Leitung: David Robertson, Werke von Olivier Messiaen, Meisterkurs Dirigieren, 3. Tag",2013-08-21,Classic,KKL, Luzern
DJ Samy,2013-08-20,"Ragga, Reggae, African Music, Dancehall",Kuppel, Basel
Vadim Repin et Svetlana Zakharova,2013-08-20,Classic,Luna,
The Drowning Men (USA),2013-08-20,Pop,Hafenkneipe, Zürich
Bibi Vaplan & Pascal Gambioni,2013-08-20,"Jazz, Blues, Soul",Roulotte am Graben, Winterthur
Raphael Jost's Crazy Swing Thing,2013-08-20,"Jazz, Blues, Soul",Kirchplatz, Winterthur
"Nik Bärtsch's Ronin, Bernhard Wagner",2013-08-19,"Jazz, Blues, Soul",Exil, Zürich
MFG Radical DJ & Impala MC,2013-08-19,"Hip Hop, R'n'B",Bar Wohnzimmer Les Amis, Bern
"West-Eastern Divan Orchestra, Michael Barenboim (V), , Karim Said (Kl), Leitung: Daniel Barenboim, Werke von Alban Berg, Wagner, Beethoven, Sinfoniekonzert 3",2013-08-19,Classic,KKL, Luzern
Oy,2013-08-19,Electronic,Albani Music Club, Winterthur
Bombino (NIG),2013-08-18,"Jazz, Blues, Soul",Landiwiese, Zürich
La Cetra Barockorchester,2013-08-18,Classic,Stadtkirche, Thun
"Beatrice Voellmy (S), Alexander Seidel (Org), Werke von Händel, Bach, Faure u. a.",2013-08-18,Classic,Klosterkirche,
"Marietta Bosshart (Ob), Margrit Brincken-Schuler (Ob), Werke von Marcello, Telemann, Widerkehr, Bach, Krebs, Hertel",2013-08-18,Classic,Kapelle Bruder Klaus, Zumikon
BBQ und Salads,2013-08-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Schuetzenhouse, Wiedlisbach
"Gentleman (D), Max Herre (D), Steff la Cheffe",2013-08-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Festivalgelände am Rotten, Gampel
"DJs Ray Douglas, F.A.B.",2013-08-18,"Hip Hop, R'n'B",Trischli Club,
"Elvira and the Bats, DJs Elvio Skull (I), Siouxsira, Tom-i, hosted by The Graveyard Scene",2013-08-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo, Zürich
DJ Big Daddy O. T.,2013-08-18,"Hip Hop, R'n'B",Aubrey, Zürich
King Size Sound,2013-08-18,"Hip Hop, R'n'B",Wasserwerk-Club, Bern
The Floorfillers DJ-Team,2013-08-18,"Ragga, Reggae, African Music, Dancehall",Orient, Schaffhausen
DJ M-Smok,2013-08-18,"Ragga, Reggae, African Music, Dancehall",Eclipse, Bern
"Timothy Hurley (as), Lukas Gabric (ts), Adrian Mears (tb), Christoph Neuhaus (g), Mátyás Gayer (p), Norbert Farkas (b), Manuel Weyand (dr)",2013-08-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club, Basel
"La Bejazz Flamencojazz (E), Pedro Corona Heredia (fl, voc), Javier Carmona Montero (b), Melchor Jiménez Heredia (g), Javier Carmona Heredia (p, cl) u. a.",2013-08-17,"Jazz, Blues, Soul",Moods, Zürich
Steirerschmäh,2013-08-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Bierhalle Wolf, Zürich
"Sinfonie Orchester Biel Solothurn, Leitung: Maurice Steger, Werke von Händel, Telemann",2013-08-17,Classic,Neues Museum, Biel
"Cinquecento, Johannes Strobl (Org), Musik von Kaiser Maximilan I. 'obrigstem Organisten' Paul Hofhaimer und seinen Zeitgenossen",2013-08-17,Classic,Klosterkirche St. Martin,
"La Fontaine, Alex Potter (A), Werke von Caldara, Fux, Conti, Conti, Trouvaillen aus der Oratorientradition des Wiener Habsburger Hofs",2013-08-17,Classic,Klosterkirche St. Martin,
DJ Tomás Reyes,2013-08-17,"Ragga, Reggae, African Music, Dancehall",Cafetin de Buenos Aires, Zürich
"Jazz Connection, Ignaz Netzer Trio, Fast Eddy's Bluesband, Jazz Ambassadors, Denise Gordon u. a.",2013-08-17,"Jazz, Blues, Soul",Amphitheater, Hüntwangen
"Cappella Murensis, Les Cornets Noirs, Werke von Antonio Bertali, die 22stimmige",2013-08-17,Classic,Klosterkirche St. Martin,
"Trio Strad, Horia Dumitrache (Klar), Milan Pala (V), Razvan Suma (Vc), Toma Popovici (Kl), Werke von Olivier Messiaen",2013-08-17,Classic,Kulturzentrum im Beaulieupark Murten, Murten
"Asaf Avidan (ISR), Naive New Beaters (F), The Animen, Silver Dust, Snails on Daisies, Dirty Syndrome, The Septiz, Das Röckt",2013-08-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Patinoire, Le Locle
"Die Freitagsakademie, Katharina Suske (Ob), Chiara Banchini (V), Bernhard Maurer (Vc), Jörg-Andreas Bötticher (Cemb), Werke von Händel, Boni, J.C.F. Bach, P.E. Bach",2013-08-17,Classic,Orangerie Elfenau, Bern
"Leones, Werke von Von Reuental, Neidhart-Lieder am spätmittelalterlichen Wiener Habsburger Hof",2013-08-17,Classic,Klosterkirche St. Martin,
"DJs Rhino Soulsystem (D), Bandura",2013-08-17,"Hip Hop, R'n'B",Hinterhof, Basel
"DJs Big Tex, Jenas Fox, ab 21 Jahren",2013-08-17,"Hip Hop, R'n'B",Jade Club, Zürich
DJ Kay Cut,2013-08-17,"Hip Hop, R'n'B",Escherwyss, Zürich
DJ Jay-P,2013-08-17,"Hip Hop, R'n'B",Obsession Club, Basel
"The Soulmaniacs, DJ Roli",2013-08-17,"Hip Hop, R'n'B",Bar Rossi, Zürich
"DJ Komla (F), Music around Africa!",2013-08-17,"Ragga, Reggae, African Music, Dancehall",Allegra-Club, Basel
"DJs Enrico Lenardis, Orlando, Fabio Rabioso, Classick",2013-08-17,"Hip Hop, R'n'B",Vior Club, Zürich
"Leitung: Dirk Brossé, Live orchestriert",2013-08-16,Classic,Grosse Schanze, Bern
Blitz The Ambassador,2013-08-16,"Jazz, Blues, Soul",Chat Noir,
Matthew Caws (USA),2013-08-16,Pop,Eldorado, Zürich
"Juliane Heutjer (Fl), Naoki Kitaya (Cemb), Jason Garcia Ignacio (Tanz & Choreographie), Werke von Bach, Händel, Couperin u. a.",2013-08-16,Classic,Schloss Thun, Thun
Sinatra Tribute Band & Max Neissendorfer,2013-08-16,"Jazz, Blues, Soul",Kinotheater Madlen, Heerbrugg
"Panda Lux, The Royals",2013-08-16,Pop,Badhütte, Rorschach
"Georg Egger, Egidius Streiff, Tobias Moster, Christoph Bösch, Toshiko Sakakibara, Marcus Weiss, Juho, Werke von Brahms, Weber, Haydn",2013-08-16,Classic,Kunst Raum Riehen, Riehen
"Cellisten der Berliner Philharmoniker, Werke von Purcell, Blacher, Brett Dean u. a.",2013-08-16,Classic,Kirche Saanen, Saanen
"Deftones (USA), Cult of Luna (SWE), Orange Goblin (GB), Eye Hate God	(USA), Kess Khtak, Elizabeth, Neosis, Nevborn",2013-08-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Patinoire, Le Locle
"The Wombats (GB), Tenacious D (USA), Deap Vally (USA), The Bronx (USA), Frightened Rabbit (GB), Broilers (D)",2013-08-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Festivalgelände am Rotten, Gampel
Marc Fitze (Org),2013-08-16,Classic,Heiliggeistkirche, Bern
DJ Theo,2013-08-15,"Ragga, Reggae, African Music, Dancehall",Schüür, Luzern
DJ Jovi,2013-08-15,"Rock, Indie, Punk, Heavy Metal, Gothic",PurPur, Zürich
"DJs Sin Nombre, Manuel, ab 18 Jahren",2013-08-15,"Ragga, Reggae, African Music, Dancehall",X-tra, Zürich
"Bluesmith, Guscht Schmid (g, voc), Billy Schmid (dr), Jögg Egli (g), Walo Gröbli (b), Bepel Beerli (key, p)",2013-08-15,Pop,Esse Musicbar, Winterthur
Steirerschmäh,2013-08-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Bierhalle Wolf, Zürich
"Leitung: Kaspar Zehnder, Werke von Nielsen, Dvoák, Spohr",2013-08-15,Classic,Ref. Kirche, Nidau
"Les Tambours du Bronx (F), Mondo Generator (USA), Lydia Lunch & Weasel Walter (USA), Grand Pianoramax, The Fawn, Clinical Path & Tony ONeill (USA)",2013-08-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Patinoire, Le Locle
