club_adress,club_name,date,artiste
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 22 Oct 2011",Tobias.
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 22 Oct 2011",Fiedel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 22 Oct 2011",Wandler
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 22 Oct 2011",Beda
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 22 Oct 2011",Sayan Sobuth
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 21 Oct 2011",Heartthrob
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 15 Oct 2011",Dinky
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 15 Oct 2011",Andre Buljat
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 15 Oct 2011",Canson
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 15 Oct 2011",Ajele
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 15 Oct 2011",Dejan
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 14 Oct 2011",Digitaline
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 14 Oct 2011",Michel Cleis
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 14 Oct 2011",Alex Picone
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 14 Oct 2011",Andrea Oliva
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 14 Oct 2011",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 14 Oct 2011",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 14 Oct 2011",Ondrej
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 13 Oct 2011",The Swiss
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 13 Oct 2011",Mannequine
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 8 Oct 2011",Len Faki
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 8 Oct 2011",Wandler
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 8 Oct 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 8 Oct 2011",Benja
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 7 Oct 2011",Northern Lite
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 7 Oct 2011",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 7 Oct 2011",P.Bell
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 7 Oct 2011",Bassbüro
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 6 Oct 2011",Katakombot
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 6 Oct 2011",Ertu & Pushkin
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 1 Oct 2011",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 1 Oct 2011",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 1 Oct 2011",are:age
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 30 Sep 2011",Round Table Knights
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 30 Sep 2011",Luke Redford
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 30 Sep 2011",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 30 Sep 2011",Pablo Einzig
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 24 Sep 2011",Guido Schneider
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 24 Sep 2011",Matthias Meyer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 24 Sep 2011",Andrea Oliva
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 24 Sep 2011",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 24 Sep 2011",Benja
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 24 Sep 2011",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 24 Sep 2011",Mitsutek
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 23 Sep 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 23 Sep 2011",Andaloop
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 23 Sep 2011",Herr Müller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 23 Sep 2011",Jon Donson
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 23 Sep 2011",Schmerol
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 22 Sep 2011",Gesaffelstein
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 17 Sep 2011",Luna City Express
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 17 Sep 2011",Basti Grub
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 17 Sep 2011",Don Ramon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 17 Sep 2011",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 16 Sep 2011",Nicola Kazimir
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 16 Sep 2011",Fritz Kalkbrenner
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 16 Sep 2011",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 15 Sep 2011",Hannah Holland
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 15 Sep 2011",Luke Redford
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 15 Sep 2011",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 10 Sep 2011",Ricardo Esposito
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 10 Sep 2011",König Balthasar
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 10 Sep 2011",Le Citadin
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 10 Sep 2011",Skinnerbox
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 10 Sep 2011",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 9 Sep 2011",ONNO
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 9 Sep 2011",Ekkohaus
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 8 Sep 2011",Trentemøller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 8 Sep 2011",P.Bell
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 8 Sep 2011",Jack Pryce
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 8 Sep 2011",Mannequine
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 3 Sep 2011",Ellen Allien
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 3 Sep 2011",Kiki
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 3 Sep 2011",Chaim
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 3 Sep 2011",Wandler
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 3 Sep 2011",Wicked Wilma
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 2 Sep 2011",Stacey Pullen
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 2 Sep 2011",Andrea Oliva
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 2 Sep 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 2 Sep 2011",Joram
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 2 Sep 2011",Helder
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 1 Sep 2011",Atomic Nick
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Aug 2011",Virginia
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Aug 2011",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Aug 2011",Wandler
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Aug 2011",Kellerkind
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Aug 2011",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Aug 2011",Marc D'Arrigo
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 26 Aug 2011",Tensnake
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 26 Aug 2011",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 26 Aug 2011",Barbir
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 26 Aug 2011",Audino
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 26 Aug 2011",Nicola Kazimir
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 26 Aug 2011",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 25 Aug 2011",Egyptrixx
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 20 Aug 2011",Ed Davenport
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 20 Aug 2011",Oliver Deutschmann
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 20 Aug 2011",Stephan Hill
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 20 Aug 2011",Koljah
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 20 Aug 2011",Elie Eidelman
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 19 Aug 2011",S.P.Y
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 19 Aug 2011",Don Ramon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Oliver Koletzki
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Niconé
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Tim Green
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Niko Schwind
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Lee Van Dowski
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Domenic D'Agnelli
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Benja
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 13 Aug 2011",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Aug 2011",Frivolous
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Aug 2011",Cesar Merveille
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Aug 2011",Maayan Nidam
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Aug 2011",Andrea Oliva
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Aug 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 11 Aug 2011",Gina Turner
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Aug 2011",Canson
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Aug 2011",Andaloop
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Aug 2011",Ander
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Aug 2011",Evolent
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Aug 2011",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 5 Aug 2011",Tom Clark
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 5 Aug 2011",Andri
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 5 Aug 2011",Nicola Kazimir
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 4 Aug 2011",Luke Redford
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 4 Aug 2011",Mannequine
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 31 Jul 2011",König Balthasar
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 31 Jul 2011",Le Citadin
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 31 Jul 2011",Squep
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jul 2011",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jul 2011",Benja
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jul 2011",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jul 2011",John Lemon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 29 Jul 2011",Solo
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 29 Jul 2011",P.Toile
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 29 Jul 2011",Rumlaut
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 29 Jul 2011",Herr Müller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 28 Jul 2011",Radiorifle
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jul 2011",Martin Buttrich
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jul 2011",Andhim
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jul 2011",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jul 2011",Ajele
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jul 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jul 2011",Martin Buttrich
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jul 2011",Andhim
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jul 2011",Ajele
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jul 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jul 2011",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 22 Jul 2011",Don Ramon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 22 Jul 2011",San Marco
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Jul 2011",Daniel Haaksman
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Jul 2011",Pushking Noize
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Jul 2011",MTDF
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jul 2011",Prosumer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jul 2011",Efdemin
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jul 2011",Naif
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jul 2011",Tama Sumo
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Jul 2011",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Jul 2011",Wandler
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Jul 2011",Sandro Kühne
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 14 Jul 2011",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 14 Jul 2011",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jul 2011",Mutlu
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jul 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jul 2011",Sarna
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jul 2011",Playlove
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jul 2011",Gui Boratto
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jul 2011",Eveline Fink
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jul 2011",Danilo Schneider
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jul 2011",Daniel Kuhnen
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jul 2011",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 7 Jul 2011",Jack Pryce
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Jul 2011",Fritz Zander
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Jul 2011",Evan Baggs
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Jul 2011",Sebastian Wilck
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Jul 2011",Benja
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Jul 2011",Kellerkind
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 1 Jul 2011",Hanne & Lore
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 1 Jul 2011",Andrea Oliva
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 1 Jul 2011",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 25 Jun 2011",Lexy
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 25 Jun 2011",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 25 Jun 2011",Wandler
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 24 Jun 2011",Mowgli
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 24 Jun 2011",Pushking Noize
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 24 Jun 2011",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 24 Jun 2011",Brenner
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 23 Jun 2011",Classixx
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 23 Jun 2011",Le Frère
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 23 Jun 2011",Luke Redford
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 18 Jun 2011",dOP
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 18 Jun 2011",Masomenos
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 18 Jun 2011",Kalabrese
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 18 Jun 2011",Dejan
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 17 Jun 2011",BeatauCue
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 17 Jun 2011",Bastian Schuster
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 17 Jun 2011",Marco Wahl
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 17 Jun 2011",Roy Engel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 12 Jun 2011",Matthias Tanzmann
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 12 Jun 2011",Ekkohaus
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 12 Jun 2011",Sayan Sobuth
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 12 Jun 2011",König Balthasar
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 12 Jun 2011",Nicola Kazimir
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 11 Jun 2011",Henrik Schwarz
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 11 Jun 2011",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 11 Jun 2011",Don Ramon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 11 Jun 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 11 Jun 2011",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 11 Jun 2011",Ida
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 10 Jun 2011",Dirty Doering
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 10 Jun 2011",David Dorad
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 10 Jun 2011",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 10 Jun 2011",Canson
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 10 Jun 2011",Andri
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 10 Jun 2011",San Marco
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2011",Solomun
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2011",Stimming
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2011",DJ Phono
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2011",Uner
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2011",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2011",Benja
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 3 Jun 2011",Tin Man
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 3 Jun 2011",Ondrej
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 2 Jun 2011",Housemeister
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 2 Jun 2011",Ertu & Pushkin
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 1 Jun 2011",Erol Alkan
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 1 Jun 2011",Jack Pryce
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 1 Jun 2011",Luke Redford
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 1 Jun 2011",Mannequine
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 1 Jun 2011",Sandro Kühne
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 1 Jun 2011",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 1 Jun 2011",Rumlaut
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2011",Tobi Neumann
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2011",Philip Bader
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2011",Sascha Braemer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2011",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2011",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2011",Benja
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 27 May 2011",Pixelpunks
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 27 May 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 27 May 2011",P.Bell
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 27 May 2011",Wicked Wilma
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 27 May 2011",Herr Müller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 27 May 2011",Ander
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 May 2011",Tobias Thomas
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 May 2011",Sebastien Bouchet
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 May 2011",Monika Kruse
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 May 2011",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 May 2011",&ME;
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 May 2011",Adam Port
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 May 2011",Rampa
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 May 2011",DJ T.
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 May 2011",Malente
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 May 2011",Manuel Moreno
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 12 May 2011",Bag Raiders
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 12 May 2011",Atomic Nick
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 12 May 2011",Mannequine
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 May 2011",Nôze
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 May 2011",Gavin Herlihy
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 May 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 May 2011",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 May 2011",Beda
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2011",Moonbootica
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2011",Andrea Oliva
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2011",Bassbüro
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2011",Signor Rossi
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2011",Pushking Noize
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 5 May 2011",DVW
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 22 Apr 2011",Jesse Rose
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2011",nd_baumecker
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2011",Marcel Dettmann
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2011",Steffi
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2011",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2011",Beda
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2011",Ondrej
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2011",Sayan Sobuth
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2011",Dyed Soundorom
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2011",Andrea Oliva
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2011",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2011",Dani Casarano
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2011",Mirko Loko
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2011",Seth Troxler
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2011",Luciano
